sample;E;N;Z;E_rel;N_rel;Lat;Long;sio2;tio2;al2o3;fe2o3;mno;mgo;cao;na2o;k2o;p2o5;LOI;v;cr;co;ni;cu;zn;ga;rb;sr;y;zr;nb;ba;la;ce;sc;pb;th;as;s
;m;m;m;m;m;deg;deg;perc;perc;perc;perc;perc;perc;perc;perc;perc;perc;perc;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm
V;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sample;Easting;Northing;Heigth;Easting_rel;Northing_rel;Latitude;Longitude;SiO2;TiO2;Al2O3;Fe2O3;MnO;MgO;CaO;Na2O;K2O;P2O5;LOI;V;Cr;Co;Ni;Cu;Zn;Ga;Rb;Sr;Y;Zr;Nb;Ba;La;Ce;Sc;Pb;Th;As;S
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reno328;658950.41;4882564.19;0;12007.11;7706.92;44.077256;10.9841;65.44;0.51;13.71;4.15;0.08;3.51;2.32;1.91;1.98;0.13;6.26;74;102;9;57;24;74;13;96;95;15;116;7;420;22;34;8;29;7;5;65
Reno329;658389.8;4881937.9;0;11446.5;7080.63;44.071742;10.976915;63.08;0.56;13;4.41;0.08;3.31;2.43;1.84;1.88;0.13;9.28;85;118;11;65;28;90;14;103;97;18;167;9;469;22;55;11;38;11;7;228
Reno330;657848.78;4881013.73;0;10905.48;6156.46;44.063543;10.969887;63.84;0.53;13.38;4.17;0.08;3.45;2.01;1.95;1.95;0.16;8.47;77;116;11;58;32;86;10;97;85;16;187;10;481;25;47;10;43;9;7;177
Reno331;657353.88;4880821.2;0;10410.58;5963.93;44.061917;10.963654;60.12;0.57;13.95;4.55;0.1;3.58;2.34;1.63;1.97;0.17;11.02;85;120;12;63;30;110;10;105;92;18;165;10;499;25;38;9;44;4;6;219
Reno332;656640.15;4879674.09;0;9696.85;4816.82;44.051748;10.954408;61.67;0.56;13.17;4.19;0.08;3.22;0.98;1.83;1.79;0.13;12.37;84;114;11;56;29;91;11;102;66;17;158;7;442;29;46;9;35;10;4;181
Reno333;656292.07;4878399.69;0;9348.77;3542.42;44.040355;10.949689;56.05;0.61;14.63;4.89;0.1;3.94;4.29;1.42;2.15;0.16;11.76;92;130;14;69;42;128;15;109;102;21;155;9;467;28;46;14;58;11;9;356
Reno334;655967.08;4877876.8;0;9023.78;3019.53;44.035719;10.945481;62.46;0.56;14;4.36;0.1;3.28;1.48;1.56;1.92;0.15;10.12;84;114;11;59;28;84;11;97;76;18;164;9;473;21;52;9;35;8;5;227
Reno335;655647.67;4877757.8;0;8704.37;2900.53;44.034716;10.941462;64.45;0.55;14.05;4.34;0.1;3.25;2.08;1.59;2.01;0.13;7.46;83;110;11;60;24;77;10;100;83;16;138;10;412;21;49;10;28;8;8;118
Reno336;656670.67;4876419.7;0;9727.37;1562.43;44.022458;10.953826;62.83;0.6;15.14;4.59;0.13;3.5;0.86;1.63;2.05;0.16;8.5;91;125;15;66;24;84;12;110;76;22;187;10;490;33;59;12;30;12;8;103
Reno337;652091.83;4879189.68;0;5148.53;4332.41;44.048346;10.897521;55.81;0.59;14.57;4.78;0.15;3.47;1.8;1.08;1.99;0.16;15.59;99;119;16;71;22;63;10;107;93;22;147;8;656;32;51;11;31;8;8;375
Reno338;651882.41;4878850.69;0;4939.11;3993.42;44.045339;10.894811;65.63;0.54;14.12;3.93;0.08;3.3;0.64;2.05;2.03;0.14;7.52;75;103;9;54;29;88;13;87;61;14;152;7;379;22;40;8;26;8;2;74
Reno339;681521.66;4895072.23;0;34578.36;20214.96;44.184539;11.270093;61.49;0.53;14.11;3.41;0.05;2.18;6.59;1.45;2.09;0.1;7.99;65;92;8;57;17;69;12;94;175;28;268;8;460;30;64;14;14;14;4;345
Reno340;682355.73;4895489.16;0;35412.43;20631.89;44.188082;11.280665;58.83;0.55;14.1;3.45;0.06;1.77;7.57;1.23;2.28;0.1;10.06;73;81;11;50;26;76;12;109;212;25;173;8;387;27;56;15;20;6;4;264
Reno341;680953.71;4894164.28;0;34010.41;19307.01;44.176512;11.26268;54.77;0.6;14.54;3.86;0.06;2.03;9.78;1.02;2.23;0.09;11.02;78;83;9;51;22;78;17;108;198;25;217;9;414;26;53;18;22;10;5;474
Reno342;681066.67;4897457.27;0;34123.37;22600;44.206108;11.265227;41.02;0.62;14.9;4.48;0.13;2.34;12.28;0.5;2.19;0.11;21.44;107;109;14;58;32;134;18;139;340;22;142;13;363;29;59;20;16;3;8;565
Reno343;683415.73;4898139.09;0;36472.43;23281.82;44.211655;11.294843;62.62;0.56;14.69;3.18;0.06;1.78;4.79;1.41;2.29;0.1;8.52;63;71;15;42;14;68;12;108;140;27;215;8;446;25;46;12;15;12;7;313
Reno344;681824.68;4898782.24;0;34881.38;23924.97;44.217839;11.275166;58.66;0.55;14.24;3.24;0.07;1.86;7.92;1.41;2.33;0.16;9.56;63;74;10;47;26;81;16;109;195;24;230;8;415;33;59;13;20;9;5;414
Reno345;681559.66;4899539.25;0;34616.36;24681.98;44.224715;11.272113;62.1;0.46;12.73;2.76;0.06;1.51;7.63;1.57;2.12;0.11;8.95;52;63;7;41;20;66;14;97;201;27;220;7;397;25;49;12;16;6;3;346
Reno346;680915.7;4902795.35;0;33972.4;27938.08;44.254167;11.265181;61.86;0.44;11.97;2.6;0.06;1.42;8.67;1.56;2.09;0.12;9.22;52;61;6;42;21;66;7;96;227;25;216;6;378;23;36;13;22;10;3;339
Reno347;682203.66;4902227.2;0;35260.36;27369.93;44.248735;11.281104;42.72;0.56;12.14;3.81;0.06;1.8;19.43;0.62;1.69;0.06;17.09;75;81;10;55;35;72;15;90;355;21;198;9;354;30;50;25;17;8;5;475
Reno348;682923.73;4903135.22;0;35980.43;28277.95;44.256723;11.290433;48.83;0.63;14.44;3.59;0.08;2.17;12.52;0.98;2.18;0.14;14.44;77;88;10;50;30;85;13;102;232;26;227;8;398;29;66;21;18;8;4;407
Reno349;682420.7;4905666.26;0;35477.4;30808.99;44.279618;11.285019;42.62;0.48;11.01;3.36;0.07;1.68;19.28;0.74;1.68;0.1;18.98;68;71;7;50;34;87;17;93;413;19;165;8;387;31;48;23;13;12;7;701
Reno350;683433.69;4904664.19;0;36490.39;29806.92;44.270349;11.297352;30.46;0.37;8.46;2.47;0.04;1.38;29.73;0.5;1.25;0.04;25.31;55;67;4;51;39;66;15;69;918;17;103;5;237;27;61;30;12;7;3;520
Reno351;682452.69;4904397.23;0;35509.39;29539.96;44.268194;11.284977;51.74;0.56;13.2;3.64;0.07;2.07;13.04;0.91;2.1;0.22;12.46;69;79;10;47;33;88;13;109;335;25;204;8;406;34;57;19;22;11;3;796
Reno352;683344.73;4906446.2;0;36401.43;31588.93;44.286402;11.296863;75.3;0.21;10.49;0.98;0.04;0.75;3.92;1.94;2.88;0.06;3.44;19;38;8;27;29;28;6;105;105;18;169;4;400;20;29;8;16;2;2;240
Reno353;682788.72;4907604.21;0;35845.42;32746.94;44.296959;11.290305;40.56;0.37;9.05;2.72;0.06;1.38;22.03;0.78;1.5;0.11;21.45;53;66;7;45;35;76;11;79;484;16;137;6;351;17;42;25;14;7;2;743
Reno354;682852.08;4909319.01;0;35908.78;34461.74;44.312369;11.291699;77.08;0.13;10.59;0.69;0.02;0.85;3.01;2.09;2.92;0.07;2.55;16;49;8;29;29;26;7;118;122;8;57;3;403;12;21;4;13;15;3;203
Reno355;684480.3;4912030.37;0;37537;37173.1;44.336348;11.313057;56.19;0.51;13.77;4.24;0.13;2.13;9.66;0.94;1.86;0.08;10.49;69;107;14;68;31;77;10;87;246;21;137;6;330;24;42;18;18;8;3;275
Reno356;685355.6;4913018.63;0;38412.3;38161.36;44.345015;11.324379;52.52;0.48;12.57;4.21;0.16;2.2;13.26;0.98;1.72;0.06;11.84;65;116;13;68;36;77;15;78;285;19;117;7;285;26;37;21;11;5;4;294
Reno357;685618.25;4914120.64;0;38674.95;39263.37;44.354861;11.328064;58.21;0.44;12.33;3.98;0.12;2.38;9.39;1.13;1.78;0.09;10.15;64;164;13;78;32;73;15;83;233;18;100;7;326;21;44;18;15;3;4;399
Reno358;684917.9;4914085.76;0;37974.6;39228.49;44.354726;11.319271;50.93;0.36;8.41;3.23;0.17;3;18.38;1.18;1.27;0.07;13;47;343;9;98;34;61;7;49;272;17;99;4;289;22;23;24;8;2;4;138
Reno359;686423.56;4915982.64;0;39480.26;41125.37;44.371404;11.338827;52.12;0.52;13.45;4.42;0.12;2.95;12.33;0.79;1.76;0.09;11.46;73;136;17;78;33;79;12;81;275;21;158;9;307;18;52;20;11;5;7;509
Reno360;686248.54;4917767.01;0;39305.24;42909.74;44.3875;11.337271;52.19;0.49;12.39;4.3;0.13;2.79;12.65;1.05;1.74;0.1;12.16;71;141;15;83;40;81;14;82;295;21;132;8;291;25;53;20;14;7;4;377
Reno361;686178.45;4919498.69;0;39235.15;44641.42;44.403095;11.337012;51.27;0.45;12;4.15;0.11;3.5;13.97;0.96;1.61;0.1;11.88;64;137;13;86;29;78;15;77;306;20;123;5;270;24;42;21;8;3;10;638
Reno362;686756.21;4920306.86;0;39812.91;45449.59;44.410216;11.344552;51.94;0.4;10.1;3.26;0.13;2.67;16.96;1.17;1.7;0.09;11.59;48;152;11;76;38;60;9;73;325;21;195;6;367;21;35;23;11;5;4;479
Reno363;687141.33;4922371;0;40198.03;47513.73;44.428684;11.350129;53.92;0.37;10.04;3.23;0.12;2.58;16;1.18;1.64;0.08;10.84;46;117;8;70;28;61;8;71;320;20;151;5;301;18;42;18;11;16;5;410
Reno364;685600.68;4923788.02;0;38657.38;48930.75;44.441827;11.331296;50.05;0.64;15.56;5.66;0.12;2.86;8.35;0.6;2.2;0.1;13.86;111;134;33;86;51;143;18;132;248;29;139;10;464;32;69;22;19;12;3;375
Reno365;687666.56;4924382.64;0;40723.26;49525.37;44.446643;11.35745;53.88;0.49;10.12;3.37;0.13;2.39;15.77;1.13;1.66;0.11;10.98;52;214;10;64;28;70;11;75;327;35;610;7;535;40;68;22;13;21;5;593
Reno366;668928.73;4905582.3;0;21985.43;30725.03;44.282119;11.116034;53.29;0.57;14.61;4.98;0.12;2.94;9.35;0.78;2.14;0.11;11.11;82;95;12;57;62;87;16;110;226;24;157;8;403;31;48;10;18;9;2;641
Reno367;668776.45;4904699.62;0;21833.15;29842.35;44.274213;11.113842;55.43;0.59;16.46;5.75;0.17;2.91;5.88;0.79;2.14;0.1;9.78;100;118;19;60;81;111;23;115;188;26;118;9;568;25;54;13;23;9;3;500
Reno368;668516.29;4903127.38;0;21572.99;28270.11;44.260128;11.110078;52.7;0.58;16.43;5.55;0.15;2.89;7.51;0.66;2.26;0.08;11.19;102;99;17;57;65;100;22;123;206;23;126;9;408;30;56;15;17;8;4;368
Reno369;668012.46;4902546.59;0;21069.16;27689.32;44.255019;11.103584;54.02;0.59;16.4;5.12;0.14;2.89;6.85;0.82;2.36;0.09;10.72;98;99;18;56;63;102;20;122;197;23;139;9;412;27;55;15;19;9;3;454
Reno370;667730.72;4902096.22;0;20787.42;27238.95;44.251032;11.099913;57.99;0.48;14.87;4.72;0.13;2.6;6.25;0.92;2.35;0.09;9.6;76;85;11;51;60;91;15;120;192;18;102;7;422;25;53;8;17;3;3;377
Reno371;666646.53;4901131.93;0;19703.23;26274.66;44.242605;11.086035;63.76;0.39;13.6;3.44;0.1;2.2;5.7;1.34;2.46;0.09;6.92;61;71;6;43;49;66;20;108;173;17;105;6;503;18;49;8;17;9;4;339
Reno372;665837.75;4901130.21;0;18894.45;26272.94;44.242774;11.075912;64.05;0.38;13.18;3.12;0.09;2.18;5.86;1.43;2.4;0.07;7.24;54;68;5;40;47;53;13;114;186;17;133;6;459;18;32;7;19;3;4;247
Reno373;665539.75;4900268.08;0;18596.45;25410.81;44.235085;11.07191;68.21;0.32;11.64;2.61;0.07;1.61;4.83;1.63;2.31;0.08;6.69;47;55;3;32;40;54;14;107;178;19;137;6;457;18;33;7;19;4;6;312
Reno374;665103.16;4899809.27;0;18159.86;24952;44.231056;11.066302;62.33;0.4;13.52;3.39;0.09;2.13;6.31;1.23;2.35;0.08;8.17;57;65;6;32;52;59;13;120;193;20;141;8;464;21;36;6;17;6;2;357
Reno375;664852.84;4898986.84;0;17909.54;24129.57;44.223713;11.062911;55.07;0.48;14.86;4.73;0.15;2.8;8.56;0.85;2.11;0.09;10.3;89;107;15;66;69;83;20;107;207;20;99;7;465;22;55;13;14;3;5;344
Reno376;664674.81;4898427.53;0;17731.51;23570.26;44.218721;11.060508;56.86;0.48;15.24;4.86;0.14;2.77;7.23;0.76;2.06;0.08;9.52;83;94;11;55;64;84;18;109;194;18;105;8;427;25;49;8;20;4;7;302
Reno377;664659.63;4897053.84;0;17716.33;22196.57;44.206365;11.059887;55.97;0.49;14.96;4.65;0.15;2.78;8.09;0.89;2.15;0.09;9.78;84;108;13;57;68;80;17;82;150;16;83;7;439;27;53;14;14;6;2;337
Reno378;664388.19;4895693.75;0;17444.89;20836.48;44.194189;11.056066;59.32;0.44;13.88;4.58;0.13;2.47;6.79;0.88;1.98;0.08;9.45;80;103;13;54;65;90;16;96;178;17;105;7;561;26;43;10;16;4;2;528
Reno379;664632.84;4894760.15;0;17689.54;19902.88;44.185734;11.058833;60.62;0.42;13.55;3.87;0.12;2.45;7.31;1.08;2.27;0.08;8.23;67;80;14;39;54;63;15;84;143;15;88;6;453;22;35;7;14;1;4;367
Reno380;664603.26;4894006.52;0;17659.96;19149.25;44.17896;11.058227;49.79;0.58;16.07;5.5;0.14;2.86;9.45;0.75;2.06;0.09;12.71;104;100;19;52;60;84;16;105;247;22;119;10;478;35;54;15;18;8;2;344
Reno381;664615.35;4893274.38;0;17672.05;18417.11;44.17237;11.058149;55.09;0.49;14.15;3.93;0.1;2.34;9.29;1.13;2.17;0.09;11.22;73;76;8;42;60;70;18;114;72;24;202;9;430;30;55;11;21;12;2;365
Reno382;663960.94;4892917.71;0;17017.64;18060.44;44.169308;11.049857;52.68;0.52;14.38;4.77;0.13;2.6;9.3;0.96;1.98;0.1;12.58;85;103;9;55;55;85;18;103;72;23;98;9;559;31;54;11;16;9;5;345
Reno383;664245.28;4892208.71;0;17301.98;17351.44;44.162865;11.05319;48.81;0.53;14.76;5.21;0.15;2.86;10.67;0.78;2.02;0.09;14.12;91;94;16;52;52;87;21;105;246;21;110;9;373;26;44;10;16;6;2;293
Reno384;663458.84;4890942.54;0;16515.54;16085.27;44.151649;11.042967;52.87;0.68;18.36;6.07;0.13;2.92;4.82;0.64;2.35;0.1;11.06;129;121;19;61;66;105;24;131;169;24;125;12;333;38;61;13;18;8;3;368
Reno385;663420.19;4890056.77;0;16476.89;15199.5;44.143688;11.042209;58.12;0.62;15.91;4.97;0.11;3.75;3.5;1.21;2.12;0.16;9.53;98;112;18;57;43;78;18;109;114;22;177;10;438;35;53;10;22;10;6;136
Reno386;664190.51;4885349.17;0;17247.21;10491.9;44.101159;11.050368;61.76;0.61;13.23;3.94;0.08;3.29;2.38;1.69;1.7;0.16;11.16;81;119;8;60;29;80;10;100;31;29;328;10;460;29;53;10;23;13;4;206
Reno387;664633.24;4882898.87;0;17689.94;8041.6;44.079013;11.055132;65;0.62;14.36;4.66;0.07;3.41;0.9;1.62;1.91;0.14;7.31;95;124;11;60;31;84;12;112;67;22;233;12;433;25;54;12;26;11;8;81
Reno388;663541.62;4877709.79;0;16598.32;2852.52;44.032568;11.039903;61.67;0.62;14.36;4.04;0.09;3.02;0.66;1.46;1.66;0.15;12.27;84;114;10;52;26;84;11;96;60;21;282;10;434;28;57;10;25;10;4;175
Reno389;660710.98;4875571.17;0;13767.68;713.9;44.01395;11.003951;56.57;0.61;15.78;4.25;0.15;3.71;0.77;1.14;1.91;0.15;14.96;91;109;10;58;27;78;12;103;67;20;199;11;449;31;46;13;18;7;9;218
Reno390;669826.53;4904009.06;0;22883.23;29151.79;44.267756;11.126767;56.96;0.69;17.89;6.61;0.2;2.79;3.23;0.54;2.01;0.08;9;128;115;29;66;90;105;19;126;38;8;23;2;348;35;63;15;15;9;6;434
Reno391;668736.74;4902330.56;0;21793.44;27473.29;44.252908;11.112581;53.4;0.65;18.45;5.8;0.13;3;4.9;0.57;2.46;0.09;10.55;106;104;17;56;72;96;20;140;175;22;126;10;344;32;59;11;17;7;2;353
Reno392;668337.75;4901840.13;0;21394.45;26982.86;44.248588;11.107429;45.56;0.58;14.4;5.88;0.16;7.55;8.01;0.55;1.79;0.09;15.43;103;445;30;315;62;105;25;103;208;25;135;9;276;28;51;22;17;5;3;182
Reno393;667664.37;4901116.87;0;20721.07;26259.6;44.242236;11.098769;50.27;0.63;17.29;5.72;0.16;3.14;7.59;0.66;2.39;0.08;12.07;113;114;19;60;63;105;20;133;240;24;125;12;344;33;55;14;13;10;4;395
Reno394;668019.14;4899560.09;0;21075.84;24702.82;44.228148;11.10271;51.59;0.77;19.69;6.76;0.24;3.31;2.37;0.56;2.58;0.09;12.04;141;130;30;83;69;136;26;159;158;28;126;13;291;42;72;15;20;7;3;101
Reno395;665104.67;4895350.28;0;18161.37;20493.01;44.190937;11.064918;63.2;0.5;15.38;4.09;0.11;2.28;3.93;1.14;2.17;0.08;7.12;89;83;10;45;64;67;19;111;153;18;139;8;365;24;53;7;20;1;6;215
Reno396;665307.2;4894709.62;0;18363.9;19852.35;44.185127;11.067249;58.57;0.49;14.82;4.41;0.15;2.68;6.67;0.95;2.2;0.09;8.97;81;99;13;54;71;77;15;110;189;21;126;8;397;27;45;13;12;7;6;325
Reno397;665643.9;4892897.32;0;18700.6;18040.05;44.168745;11.070888;46.33;0.6;15.7;5.76;0.15;3.07;11.06;0.73;2;0.1;14.5;110;102;25;54;64;91;21;82;211;18;78;6;468;36;60;17;15;10;6;368
Reno398;667026.87;4892632.66;0;20083.57;17775.39;44.166049;11.088091;52.12;0.7;17.87;5.98;0.18;3.07;5.14;0.66;2.2;0.11;11.97;141;123;25;58;72;106;23;122;137;24;120;11;312;32;64;15;22;6;4;210
Reno399;667028.27;4892309.82;0;20084.97;17452.55;44.163144;11.088006;43.33;0.6;14.85;5.33;0.11;3.6;12.58;0.73;2.04;0.11;16.72;107;107;18;59;63;90;19;82;223;18;75;7;575;29;42;16;11;9;9;492
Reno400;667476.64;4891250.89;0;20533.34;16393.62;44.153514;11.093273;41.79;0.61;15.58;5.14;0.1;2.58;13.15;0.56;2.02;0.11;18.36;110;104;20;50;58;91;17;74;189;14;65;7;336;34;54;19;10;13;7;145
Reno401;663244.12;4891617.51;0;16300.82;16760.24;44.15777;11.040493;59.16;0.37;11.23;2.43;0.05;1.63;10.83;1.51;2.25;0.09;10.45;43;35;4;19;39;39;9;72;175;14;113;4;419;15;30;9;12;7;6;405
Reno402;663826.61;4890287.61;0;16883.31;15430.34;44.145674;11.047359;40.43;0.55;14.35;4.96;0.12;2.49;14.73;0.57;1.77;0.1;19.93;101;83;19;45;54;84;18;102;278;23;115;11;340;33;54;16;15;15;2;374
Reno403;664677.83;4890056.45;0;17734.53;15199.18;44.143403;11.057923;46.41;0.65;17.05;6.31;0.17;3.41;9.03;0.57;2.09;0.09;14.22;127;157;24;88;69;117;22;124;276;25;119;11;461;31;65;18;19;10;5;448
Reno404;664397.42;4889773.25;0;17454.12;14915.98;44.140918;11.054331;44.84;0.62;16.54;5.55;0.11;2.74;10.58;0.61;2.08;0.1;16.23;115;101;22;48;51;88;20;92;180;17;81;8;364;41;68;16;11;9;5;325
Reno405;663694.53;4883706.73;0;16751.23;8849.46;44.086492;11.043666;57.98;0.56;12.87;3.85;0.07;3.12;2.8;1.49;1.67;0.18;15.41;77;109;8;55;35;101;10;92;91;22;195;9;459;26;51;11;25;11;4;329
Reno406;662667.9;4882951.35;0;15724.6;8094.08;44.079924;11.030618;56.86;0.51;12.94;3.92;0.1;3.2;4.69;1.36;1.72;0.37;14.33;75;100;10;52;51;235;9;83;111;17;127;7;521;21;43;13;55;5;5;426
Reno407;660854.7;4880631.2;0;13911.4;5773.93;44.059448;11.00728;54.76;0.46;11.35;4.01;0.09;3.17;7.04;1.08;1.71;0.15;16.18;75;97;10;62;43;74;10;88;118;22;132;8;386;23;52;16;22;6;3;375
Reno408;663532.92;4880135.88;0;16589.62;5278.61;44.054399;11.040544;60.2;0.56;13.06;4.12;0.07;2.96;1.04;1.52;1.65;0.16;14.66;82;105;9;58;33;93;11;107;76;24;268;9;432;27;67;10;23;8;6;276
Reno409;662116.85;4875007.68;0;15173.55;150.41;44.008571;11.021307;52.66;0.53;13.3;3.93;0.11;2.81;1.74;1.09;1.63;0.15;22.05;85;100;10;53;24;90;10;95;65;20;149;8;430;28;46;10;28;5;11;358
Reno410;660921.63;4876574.53;0;13978.33;1717.26;44.022932;11.006882;56.57;0.51;13.07;3.82;0.09;2.88;1.03;1.38;1.59;0.14;18.92;80;103;10;52;25;79;8;99;76;19;170;10;418;23;47;9;29;8;7;279
Reno411;664568.73;4899782.28;0;17625.43;24925.01;44.230934;11.059606;68;0.32;11.97;2.96;0.08;1.72;4.56;1.47;2.44;0.06;6.43;48;55;6;32;39;75;8;97;140;14;81;4;442;17;34;7;16;3;2;252
Reno412;663615.18;4899696.41;0;16671.88;24839.14;44.230376;11.047647;66.88;0.34;12.49;2.96;0.08;1.85;4.66;1.51;2.59;0.08;6.57;54;62;7;34;19;77;11;115;170;17;108;5;469;24;49;9;15;6;2;256
Reno413;679670.43;4914996.77;0;32727.13;40139.5;44.364239;11.253793;54.72;0.54;14.79;4.7;0.1;2.67;8.52;1.09;1.95;0.08;10.84;86;117;17;70;29;84;16;106;261;25;153;10;456;19;41;17;19;9;5;404
Reno414;681364.89;4916034.54;0;34421.59;41177.27;44.373153;11.275403;56.19;0.47;13.4;4.53;0.12;2.44;8.19;1.26;1.82;0.07;11.51;75;108;15;72;29;79;13;102;260;23;131;9;352;28;52;13;16;8;3;336
Reno415;680927.14;4912557.55;0;33983.84;37700.28;44.341984;11.268705;59.39;0.4;11.36;3.86;0.11;2.01;8.1;1.56;1.54;0.08;11.59;62;122;12;73;27;77;10;91;276;27;193;8;643;25;49;13;20;5;2;498
Reno416;676186.71;4907163.58;0;29243.41;32306.31;44.294624;11.20746;49.77;0.36;9.35;3.21;0.1;1.59;15.59;1.25;1.44;0.07;17.27;52;121;8;58;34;66;9;75;513;21;177;7;565;23;42;15;18;9;3;453
Reno417;679137.89;4917219.05;0;32194.59;42361.78;44.384362;11.24788;56.39;0.39;11.46;3.62;0.13;1.96;10.83;1.35;1.73;0.09;12.05;59;123;12;65;30;69;11;82;302;19;137;6;520;21;41;14;18;13;6;368
Reno418;679660.28;4915846.44;0;32716.98;40989.17;44.371885;11.253959;57.67;0.42;11.66;3.96;0.12;2.04;9.59;1.43;1.65;0.1;11.36;62;126;13;67;29;75;10;85;312;23;148;7;583;22;49;14;17;9;3;421
Reno419;680368.87;4914313.82;0;33425.57;39456.55;44.357922;11.262315;56.45;0.38;11.2;3.51;0.12;1.92;10.7;1.43;1.6;0.09;12.6;40;128;14;62;28;68;10;81;319;21;187;7;425;24;41;14;17;7;3;403
Reno420;680231.49;4913807.13;0;33288.19;38949.86;44.353398;11.260417;50.97;0.4;11.41;3.52;0.09;2;12.57;1.07;1.8;0.07;16.1;64;131;11;56;28;64;11;106;409;20;121;9;347;24;49;13;16;4;3;840
Reno421;681017.94;4911998.36;0;34074.64;37141.09;44.336931;11.269649;76.34;0.22;8.97;1.26;0.06;0.74;3.83;1.93;2.12;0.07;4.46;18;133;5;32;26;29;4;91;138;19;171;5;432;17;27;4;15;19;3;217
Reno422;680267.09;4910934.57;0;33323.79;36077.3;44.327548;11.25987;65.63;0.27;9.74;2.33;0.09;1.27;8.01;1.66;1.81;0.06;9.13;39;136;7;49;27;46;5;88;263;20;127;4;543;20;31;9;14;12;12;406
Reno423;675401.33;4906032.59;0;28458.03;31175.32;44.284639;11.197243;67.36;0.27;10.16;2.2;0.08;1.32;7.11;1.68;2;0.06;7.76;37;138;7;45;28;42;9;98;236;20;141;5;500;22;41;8;18;10;13;314
Reno424;674917.94;4902753.81;0;27974.64;27896.54;44.255258;11.190093;76.94;0.13;9.6;1.03;0.04;0.7;3.39;1.94;2.51;0.04;3.68;15;141;6;30;27;27;7;113;143;10;51;3;426;10;22;2;13;16;12;139
Reno425;681527.78;4906990.73;0;34584.48;32133.46;44.291756;11.274298;72.17;0.17;10.17;1.63;0.06;1.04;5.22;1.79;2.38;0.05;5.32;24;49;7;37;28;33;5;100;175;11;53;3;417;10;26;7;15;11;13;218
Reno426;679560.79;4905572.32;0;32617.49;30715.05;44.279484;11.249175;68.63;0.24;10.66;2.05;0.07;1.32;6.41;1.7;2.32;0.07;6.53;33;62;8;43;29;41;12;108;235;17;90;4;445;19;38;6;12;4;3;260
Reno427;679170.08;4904207.58;0;32226.78;29350.31;44.267303;11.243815;66.46;0.26;10.68;2.37;0.09;1.46;7.19;1.65;2.09;0.06;7.69;37;67;8;47;29;43;6;96;242;16;89;4;405;13;25;8;13;10;3;213
Reno428;679204.47;4902906.07;0;32261.17;28048.8;44.255586;11.2438;57.55;0.29;9.46;2.64;0.11;1.5;11.77;1.44;1.74;0.07;13.43;41;77;6;58;27;56;10;84;349;17;111;6;353;21;41;13;12;5;4;293
Reno429;679018.78;4898817.15;0;32075.48;23959.88;44.218847;11.240079;59.09;0.26;9.08;2.52;0.11;1.44;12.27;1.48;1.74;0.06;11.95;33;80;5;55;21;46;7;71;304;16;92;3;353;8;18;10;13;16;3;239
Reno430;679955.77;4910170.54;0;33012.47;35313.27;44.320752;11.255705;60.46;0.31;10.35;2.87;0.1;1.67;10.2;1.45;1.86;0.07;10.66;43;83;9;59;35;76;9;91;306;19;128;5;350;20;44;12;12;2;8;260
Reno431;678875.15;4897622.62;0;31931.85;22765.35;44.208136;11.237875;62.92;0.24;9.54;2.41;0.11;1.4;10.16;1.57;1.83;0.06;9.76;34;82;7;54;22;47;7;86;308;17;93;4;381;18;25;11;16;13;3;208
Reno432;677741.35;4899501.61;0;30798.05;24644.34;44.225317;11.224331;61.55;0.28;9.08;2.55;0.12;1.34;10.6;1.53;1.7;0.06;11.19;40;115;5;52;39;74;5;78;320;21;181;4;524;20;36;10;17;12;3;277
Reno433;677841.24;4898051.16;0;30897.94;23193.89;44.212244;11.225089;10.34;0.12;2.7;1.03;0.03;0.67;45.84;0.26;0.47;0;38.54;21;42;0;22;65;440;4;26;1366;4;18;1;179;8;15;52;14;16;6;1667
Reno434;680136.54;4909668.96;0;33193.24;34811.69;44.316195;11.257797;55.33;0.46;12.35;3.34;0.07;1.96;9.47;1.14;2.04;0.12;13.72;68;78;13;51;27;73;7;111;325;24;176;8;409;26;57;19;14;5;6;224
Reno435;680232.05;4909096.33;0;33288.75;34239.06;44.31102;11.258796;30.34;0.27;6.19;1.84;0.05;0.98;31.01;0.67;1.14;0.06;27.45;33;51;0;41;37;57;6;57;671;17;129;4;269;18;45;32;16;3;4;647
Reno436;679857.53;4909256.65;0;32914.23;34399.38;44.312555;11.254159;50.16;0.37;9.77;2.71;0.07;1.47;14.75;0.97;1.7;0.11;17.92;51;72;7;51;25;83;6;90;460;19;157;6;349;22;45;19;21;9;4;341
Reno437;679207.82;4908252.16;0;32264.52;33394.89;44.303679;11.245674;57.64;0.47;12.36;3.06;0.07;2.05;9.09;1.42;2.13;0.07;11.64;59;68;11;49;18;60;9;112;338;28;246;8;397;25;56;11;17;12;5;669
