X;Y;Z;reality
m;m;m; 
R+;R+;R;R
;;; 
X;Y;depth;field
;;; 
1493612.8;4917434.1;4.9;25.3
1493614.6;4917435.2;4.2;25.3
1493615.9;4917435.9;4.0;25.3
1493617.2;4917436.8;4.1;25.3
1493618.5;4917437.8;4.3;25.3
1493619.7;4917438.8;4.4;25.3
1493620.9;4917439.5;4.5;25.3
1493622.2;4917440.0;4.5;25.3
1493623.7;4917440.7;4.7;25.3
1493625.1;4917441.4;4.8;25.3
1493626.6;4917442.1;5.0;25.3
1493628.4;4917443.2;4.8;25.3
1493629.9;4917444.0;4.8;25.3
1493631.4;4917444.7;4.7;25.3
1493632.8;4917445.4;4.3;25.3
1493634.3;4917446.4;3.9;25.3
1493635.8;4917447.6;4.0;25.3
1493637.3;4917449.0;4.2;25.3
1493638.8;4917450.4;4.5;25.3
1493640.1;4917451.3;4.5;25.3
1493641.2;4917451.5;4.7;25.3
1493642.7;4917452.1;4.8;25.3
1493644.0;4917453.2;4.5;25.3
1493645.3;4917453.7;4.8;25.3
1493646.7;4917454.3;5.0;25.3
1493648.1;4917454.8;5.3;25.3
1493649.4;4917455.4;5.1;25.3
1493651.1;4917456.0;5.0;25.3
1493653.0;4917456.9;4.9;25.3
1493654.8;4917457.8;4.8;25.3
1493656.4;4917458.7;4.7;25.3
1493658.0;4917459.3;4.5;25.3
1493659.4;4917459.6;4.3;25.3
1493661.1;4917460.0;4.2;25.3
1493662.7;4917460.2;4.2;25.3
1493664.2;4917460.4;3.9;25.3
1493665.6;4917460.6;4.1;25.3
1493667.3;4917461.0;3.9;25.3
1493668.9;4917461.4;3.9;25.3
1493670.3;4917461.7;3.9;25.3
1493671.8;4917461.9;4.0;25.3
1493673.3;4917462.1;4.1;25.3
1493674.8;4917462.3;4.2;25.3
1493676.3;4917462.6;4.3;25.3
1493677.8;4917462.8;4.5;25.3
1493679.5;4917463.1;5.0;25.3
1493681.1;4917463.3;5.4;25.3
1493682.8;4917463.2;5.6;25.3
1493684.5;4917463.2;5.3;25.3
1493686.0;4917463.3;5.1;25.3
1493687.5;4917463.6;5.5;25.3
1493689.0;4917463.7;5.7;25.3
1493690.4;4917463.7;5.6;25.3
1493691.9;4917463.3;5.6;25.3
1493693.4;4917463.1;5.8;25.3
1493694.7;4917462.8;5.8;25.3
1493696.2;4917462.5;5.6;25.3
1493697.5;4917462.3;5.6;25.3
1493698.8;4917462.0;5.5;25.3
1493700.2;4917461.9;5.3;25.3
1493701.7;4917461.9;4.8;25.3
1493703.4;4917461.8;4.2;25.3
1493704.9;4917461.6;3.5;25.3
1493706.4;4917461.4;2.9;25.3
1493707.4;4917461.0;2.5;25.3
1493708.3;4917461.1;1.5;25.3
1493709.5;4917461.1;0.8;25.3
1493710.8;4917461.0;0.0;25.3
1493712.2;4917460.8;-0.6;25.3
1493713.6;4917460.2;-0.5;25.3
1493714.9;4917459.6;-0.1;25.3
1493716.1;4917459.0;0.4;25.3
1493717.4;4917458.5;0.7;25.3
1493718.0;4917458.2;0.9;25.3
1493718.6;4917457.8;1.1;25.3
1493720.0;4917457.0;1.4;25.3
1493721.0;4917456.2;1.8;25.3
1493721.8;4917455.1;2.5;25.3
1493722.9;4917454.2;2.8;25.3
1493724.0;4917453.0;3.1;25.3
1493724.9;4917452.1;3.3;25.3
1493725.9;4917451.4;3.5;25.3
1493727.1;4917450.8;3.7;25.3
1493728.3;4917450.1;3.6;25.3
1493729.3;4917449.1;3.7;25.3
1493730.4;4917448.2;4.2;25.3
1493731.5;4917447.6;4.7;25.3
1493732.5;4917446.8;4.8;25.3
1493733.6;4917446.3;4.9;25.3
1493734.8;4917445.5;4.9;25.3
1493735.7;4917444.0;4.5;25.3
1493736.8;4917442.9;4.1;25.3
1493737.7;4917441.9;4.0;25.3
1493738.7;4917441.0;3.9;25.3
1493739.7;4917440.3;3.9;25.3
1493740.7;4917439.7;4.0;25.3
1493741.6;4917438.9;4.1;25.2
1493742.4;4917438.1;4.3;25.3
1493743.3;4917437.1;4.5;25.3
1493744.1;4917436.2;5.1;25.3
1493745.1;4917435.4;5.3;25.3
1493746.4;4917434.6;5.4;25.3
1493747.7;4917433.6;5.5;25.3
1493748.6;4917432.7;5.2;25.3
1493749.0;4917432.0;4.9;25.3
1493749.4;4917431.2;4.8;25.3
1493749.9;4917430.2;5.1;25.3
1493750.6;4917429.2;5.4;25.3
1493751.2;4917428.1;5.7;25.3
1493751.9;4917427.1;5.5;25.3
1493752.3;4917425.9;5.6;25.3
1493752.7;4917424.9;5.7;25.3
1493753.2;4917423.9;5.8;25.3
1493753.6;4917422.6;5.7;25.3
1493753.8;4917421.2;5.8;25.2
1493753.8;4917420.0;5.3;25.2
1493754.0;4917418.8;5.4;25.2
1493754.4;4917417.4;4.8;25.2
1493754.7;4917416.2;4.5;25.2
1493754.8;4917415.0;4.2;25.2
1493754.7;4917414.0;4.0;25.2
1493754.5;4917413.0;3.8;25.2
1493754.5;4917412.1;3.5;25.2
1493754.7;4917410.4;3.2;25.2
1493755.2;4917408.7;2.8;25.2
1493755.3;4917407.3;2.2;25.2
1493755.1;4917406.0;1.8;25.2
1493754.2;4917405.3;1.1;25.2
1493753.6;4917404.4;0.1;25.2
1493753.0;4917403.6;-1.0;25.2
1493752.7;4917402.8;-1.8;25.2
1493752.1;4917401.7;-2.0;25.3
1493751.5;4917400.6;-2.0;25.3
1493750.8;4917399.7;-2.0;25.3
1493750.5;4917398.7;-2.2;25.2
1493750.0;4917397.7;-2.1;25.2
1493749.8;4917396.3;-2.1;25.2
1493749.5;4917395.1;-2.4;25.2
1493748.9;4917393.9;-2.9;25.2
1493748.2;4917392.3;-3.3;25.2
1493747.3;4917390.7;-3.6;25.2
1493746.7;4917389.4;-3.8;25.2
1493746.0;4917388.5;-3.8;25.2
1493745.3;4917387.9;-4.2;25.2
1493744.6;4917387.2;-4.3;25.2
1493744.0;4917386.6;-4.5;25.2
1493743.3;4917386.0;-4.8;25.2
1493742.6;4917385.4;-5.0;25.2
1493741.6;4917384.7;-5.3;25.2
1493740.6;4917384.1;-5.4;25.2
1493739.8;4917383.3;-5.5;25.2
1493738.8;4917382.7;-5.8;25.2
1493737.8;4917382.3;-6.3;25.2
1493736.9;4917381.7;-6.6;25.2
1493736.0;4917380.9;-6.6;25.2
1493735.2;4917379.9;-6.4;25.2
1493734.3;4917379.1;-6.4;25.2
1493733.2;4917378.5;-6.8;25.2
1493732.1;4917377.8;-6.7;25.2
1493731.1;4917376.9;-6.6;25.2
1493729.9;4917376.4;-6.5;25.2
1493728.9;4917376.0;-6.2;25.2
1493727.9;4917375.6;-6.5;25.2
1493726.9;4917375.1;-6.2;25.2
1493725.9;4917374.2;-5.8;25.2
1493724.9;4917373.5;-5.6;25.2
1493723.9;4917373.0;-5.4;25.3
1493722.8;4917372.7;-5.3;25.3
1493721.5;4917372.5;-5.0;25.3
1493720.3;4917372.2;-4.9;25.3
1493719.4;4917371.7;-4.9;25.3
1493718.5;4917371.0;-4.7;25.2
1493717.5;4917370.5;-4.7;25.2
1493716.6;4917370.2;-4.8;25.2
1493715.6;4917369.7;-4.4;25.2
1493714.8;4917369.4;-4.4;25.2
1493714.2;4917369.1;-4.3;25.2
1493713.6;4917368.9;-4.2;25.2
1493712.7;4917368.6;-4.2;25.2
1493711.9;4917367.9;-4.0;25.2
1493711.0;4917367.3;-3.9;25.2
1493709.9;4917366.7;-3.6;25.2
1493708.9;4917366.1;-3.4;25.2
1493707.8;4917365.4;-3.1;25.2
1493706.6;4917364.6;-2.8;25.2
1493705.4;4917364.2;-2.6;25.2
1493704.3;4917364.0;-2.3;25.2
1493703.0;4917364.0;-1.9;25.2
1493701.9;4917363.9;-1.7;25.2
1493700.6;4917363.5;-1.5;25.2
1493699.2;4917363.0;-1.2;25.2
1493697.8;4917362.6;-1.1;25.2
1493696.3;4917362.2;-1.0;25.2
1493695.0;4917362.1;-1.1;25.2
1493693.9;4917361.8;-1.1;25.2
1493692.7;4917361.4;-1.2;25.2
1493691.6;4917361.4;-1.2;25.2
1493690.5;4917361.1;-1.1;25.2
1493689.3;4917360.8;-1.3;25.2
1493688.1;4917360.6;-1.7;25.2
1493686.9;4917360.1;-2.2;25.3
1493685.8;4917359.8;-2.7;25.3
1493684.5;4917359.6;-2.8;25.3
1493683.0;4917359.5;-2.9;25.3
1493681.5;4917359.2;-3.0;25.3
1493680.0;4917359.0;-3.1;25.3
1493678.8;4917358.8;-3.0;25.3
1493677.6;4917358.5;-2.7;25.3
1493676.3;4917358.2;-2.4;25.3
1493675.0;4917358.2;-2.2;25.3
1493673.5;4917358.2;-2.2;25.3
1493672.1;4917358.0;-1.6;25.3
1493670.8;4917357.5;-1.2;25.3
1493669.4;4917357.0;-0.8;25.2
1493668.1;4917356.5;-0.5;25.2
1493667.0;4917356.3;-0.2;25.2
1493665.8;4917356.3;0.0;25.2
1493664.3;4917356.0;0.4;25.2
1493662.6;4917355.7;0.6;25.2
1493661.0;4917355.5;0.8;25.2
1493659.2;4917355.1;0.8;25.2
1493657.6;4917354.3;0.9;25.2
1493656.1;4917353.7;1.1;25.2
1493654.7;4917353.7;1.3;25.2
1493653.6;4917354.0;1.8;25.2
1493652.1;4917354.1;2.1;25.2
1493650.7;4917353.9;2.0;25.2
1493649.3;4917353.9;1.7;25.2
1493647.9;4917353.8;1.9;25.2
1493646.7;4917354.0;1.8;25.2
1493645.4;4917354.1;1.7;25.2
1493643.9;4917354.2;1.8;25.2
1493642.3;4917354.3;1.8;25.2
1493640.7;4917354.2;1.6;25.2
1493639.1;4917354.0;1.8;25.2
1493637.5;4917353.7;1.4;25.2
1493636.0;4917353.0;1.1;25.2
1493634.4;4917352.4;0.9;25.2
1493632.9;4917351.9;0.7;25.2
1493631.4;4917351.3;0.7;25.2
1493629.6;4917350.7;0.5;25.2
1493628.1;4917349.9;0.0;25.2
1493626.8;4917349.4;0.0;25.2
1493625.4;4917348.9;-0.1;25.2
1493624.0;4917348.3;-0.4;25.2
1493622.6;4917347.7;-0.5;25.2
1493621.1;4917347.3;-0.5;25.2
1493619.6;4917346.8;-0.6;25.2
1493618.4;4917346.5;-0.6;25.2
1493617.3;4917346.0;-0.7;25.2
1493615.9;4917345.5;-0.3;25.3
1493614.4;4917344.8;0.2;25.3
1493613.0;4917344.0;0.6;25.3
1493611.3;4917343.2;0.6;25.3
1493610.1;4917342.8;0.4;25.3
1493609.0;4917342.8;0.3;25.4
1493607.9;4917342.7;0.3;25.3
1493606.6;4917342.6;0.7;25.3
1493604.9;4917342.0;0.7;25.3
1493603.3;4917341.2;0.6;25.3
1493601.9;4917340.5;0.6;25.3
1493600.5;4917340.3;0.9;25.3
1493599.2;4917340.0;1.0;25.3
1493597.9;4917339.6;1.0;25.3
1493596.7;4917339.3;0.8;25.3
1493595.5;4917338.9;1.0;25.3
1493594.2;4917338.5;1.2;25.3
1493592.7;4917337.7;1.4;25.3
1493591.3;4917336.9;1.1;25.3
1493589.9;4917336.0;1.1;25.3
1493588.4;4917335.0;1.0;25.3
1493586.9;4917334.4;0.4;25.3
1493585.5;4917333.9;-0.2;25.3
1493584.2;4917333.3;-0.3;25.3
1493582.8;4917332.7;-0.5;25.3
1493581.4;4917332.1;-0.6;25.4
1493579.9;4917331.4;-0.8;25.4
1493578.6;4917330.7;-0.9;25.4
1493577.5;4917330.1;-0.5;25.3
1493576.1;4917329.5;-0.5;25.3
1493574.7;4917328.9;-0.6;25.3
1493573.3;4917328.4;-0.6;25.3
1493572.0;4917327.7;-0.8;25.2
1493570.6;4917327.2;-1.1;25.2
1493569.2;4917326.7;-1.2;25.2
1493567.8;4917326.0;-1.2;25.2
1493566.4;4917325.2;-1.3;25.2
1493565.2;4917324.2;-1.0;25.2
1493564.2;4917323.1;-0.8;25.2
1493563.2;4917322.0;-0.6;25.2
1493562.2;4917321.3;-0.6;25.2
1493561.2;4917320.7;-0.3;25.2
1493560.1;4917319.9;0.1;25.2
1493558.9;4917319.1;0.4;25.2
1493557.6;4917318.7;0.7;25.2
1493556.7;4917318.6;1.1;25.2
1493555.7;4917318.4;1.4;25.2
1493554.4;4917318.0;1.7;25.2
1493553.2;4917317.2;2.1;25.2
1493552.0;4917316.4;2.5;25.2
1493550.7;4917315.6;2.7;25.2
1493549.2;4917314.6;2.9;25.2
1493547.8;4917313.8;2.9;25.2
1493546.6;4917313.0;2.7;25.2
1493545.4;4917312.1;2.9;25.2
1493544.1;4917311.4;2.7;25.2
1493542.9;4917310.5;2.8;25.2
1493542.0;4917309.4;2.8;25.2
1493541.0;4917308.1;2.5;25.2
1493540.1;4917307.0;2.3;25.2
1493539.2;4917306.0;2.4;25.2
1493538.2;4917305.0;2.4;25.3
1493536.9;4917304.1;2.2;25.3
1493535.6;4917303.1;2.2;25.3
1493534.4;4917302.2;2.2;25.3
1493534.1;4917301.1;2.1;25.3
1493533.6;4917300.0;2.3;25.3
1493532.7;4917298.5;2.9;25.3
1493531.8;4917297.1;3.1;25.2
1493531.0;4917295.7;3.3;25.2
1493530.0;4917294.5;3.5;25.2
1493529.2;4917293.2;3.8;25.3
1493528.5;4917292.0;4.0;25.3
1493527.7;4917290.7;4.2;25.3
1493526.9;4917289.4;4.5;25.3
1493526.0;4917288.2;4.5;25.3
1493525.3;4917286.9;4.6;25.3
1493524.7;4917285.2;4.9;25.3
1493524.0;4917283.7;5.0;25.3
1493523.5;4917282.2;5.1;25.3
1493522.7;4917280.9;5.2;25.3
1493522.0;4917279.6;5.5;25.3
1493521.2;4917278.3;5.8;25.3
1493520.4;4917277.2;6.0;25.3
1493519.7;4917275.8;6.2;25.3
1493519.2;4917274.4;6.0;25.3
1493518.6;4917273.1;5.9;25.3
1493517.9;4917271.9;5.5;25.2
1493517.3;4917270.7;5.0;25.2
1493516.9;4917269.5;4.8;25.2
1493516.6;4917268.3;4.6;25.2
1493516.3;4917266.7;4.6;25.2
1493515.9;4917265.1;4.8;25.2
1493515.4;4917263.5;5.0;25.2
1493514.9;4917262.3;5.4;25.2
1493514.4;4917261.1;5.8;25.2
1493513.9;4917260.0;6.0;25.2
1493513.5;4917258.7;6.1;25.2
1493513.2;4917257.5;5.6;25.2
1493513.0;4917256.2;5.5;25.2
1493512.7;4917254.6;5.8;25.2
1493512.2;4917253.2;6.0;25.2
1493512.0;4917251.7;6.0;25.2
1493511.7;4917250.4;5.9;25.3
1493511.3;4917248.8;6.5;25.3
1493511.3;4917247.3;7.0;25.3
1493511.2;4917246.1;7.3;25.3
1493511.1;4917245.0;7.9;25.3
1493511.1;4917243.9;8.4;25.3
1493511.1;4917242.6;9.1;25.3
1493511.2;4917241.4;9.1;25.3
1493511.2;4917240.3;8.5;25.3
1493511.2;4917239.1;8.1;25.3
1493511.0;4917237.8;7.3;25.3
1493510.8;4917236.5;7.0;25.3
1493510.5;4917235.2;6.6;25.3
1493510.4;4917233.8;6.1;25.3
1493510.4;4917232.5;5.9;25.3
1493510.5;4917231.1;5.8;25.3
1493510.8;4917230.2;5.2;25.3
1493511.2;4917229.4;4.7;25.3
1493511.6;4917228.3;4.5;25.3
1493512.1;4917227.2;4.2;25.3
1493512.4;4917226.1;4.0;25.3
1493512.5;4917224.6;3.7;25.3
1493512.5;4917223.4;3.2;25.3
1493512.4;4917222.1;2.7;25.3
1493512.2;4917220.8;2.2;25.2
1493512.1;4917219.7;1.7;25.2
1493512.1;4917218.6;1.3;25.2
1493512.4;4917217.3;0.9;25.2
1493512.5;4917216.1;0.7;25.2
1493512.4;4917214.7;0.8;25.2
1493512.4;4917213.6;0.8;25.2
1493512.5;4917212.5;0.8;25.2
1493512.7;4917211.5;0.7;25.2
1493512.8;4917210.3;0.7;25.2
1493512.9;4917208.8;0.8;25.2
1493512.9;4917207.3;0.8;25.2
1493513.0;4917206.0;0.8;25.2
1493513.1;4917204.7;0.8;25.2
1493513.4;4917203.5;0.8;25.2
1493513.7;4917202.0;1.0;25.2
1493513.9;4917200.4;1.1;25.2
1493514.0;4917199.0;0.9;25.2
1493514.0;4917197.7;0.6;25.2
1493514.0;4917196.2;0.4;25.2
1493514.1;4917194.8;0.3;25.2
1493514.5;4917193.5;0.6;25.2
1493514.9;4917192.1;0.9;25.2
1493515.1;4917190.6;1.2;25.2
1493515.2;4917188.9;1.9;25.2
1493515.1;4917187.3;2.5;25.2
1493515.3;4917185.8;2.4;25.2
1493515.7;4917184.4;2.6;25.2
1493516.2;4917182.8;3.0;25.2
1493516.5;4917181.1;3.3;25.3
1493516.3;4917179.5;3.6;25.3
1493516.2;4917178.0;3.8;25.3
1493516.2;4917176.6;4.3;25.3
1493516.5;4917175.7;4.6;25.3
1493517.0;4917174.7;5.1;25.3
1493516.9;4917172.9;5.8;25.3
1493517.0;4917171.3;5.9;25.3
1493517.5;4917170.1;5.3;25.3
1493517.8;4917168.5;5.2;25.3
1493518.1;4917166.9;5.5;25.3
1493518.3;4917165.4;6.0;25.2
1493518.6;4917164.0;5.7;25.3
1493518.7;4917162.2;5.4;25.3
1493518.9;4917160.5;5.3;25.3
1493518.9;4917158.7;5.1;25.3
1493518.9;4917156.9;5.2;25.3
1493518.9;4917155.2;5.0;25.3
1493519.2;4917153.8;5.0;25.3
1493519.8;4917152.5;5.0;25.3
1493520.3;4917151.4;4.9;25.3
1493520.6;4917150.0;4.9;25.3
1493520.8;4917148.4;5.3;25.3
1493521.1;4917146.9;5.5;25.4
1493521.3;4917145.2;5.5;25.4
1493521.6;4917143.6;5.3;25.4
1493521.8;4917142.1;5.0;25.4
1493522.0;4917140.3;4.6;25.4
1493522.1;4917138.6;4.3;25.4
1493522.4;4917137.4;4.3;25.4
1493522.7;4917136.1;4.3;25.4
1493523.2;4917135.1;4.3;25.4
1493523.5;4917134.0;4.1;25.4
1493523.7;4917132.6;4.1;25.4
1493523.8;4917131.1;3.9;25.3
1493523.9;4917129.6;3.7;25.3
1493523.9;4917128.2;3.6;25.3
1493524.2;4917126.7;3.7;25.3
1493524.4;4917125.1;3.9;25.3
1493524.4;4917123.7;4.1;25.3
1493524.3;4917122.4;4.4;25.3
1493524.3;4917121.2;4.6;25.3
1493524.6;4917120.1;4.6;25.3
1493524.9;4917118.7;4.7;25.3
1493525.2;4917117.1;4.9;25.3
1493525.6;4917115.6;5.0;25.3
1493526.1;4917114.1;5.0;25.3
1493526.5;4917112.8;4.9;25.4
1493527.1;4917111.6;4.9;25.4
1493527.7;4917110.3;5.3;25.4
1493527.9;4917108.6;5.7;25.4
1493528.1;4917106.7;5.9;25.3
1493528.2;4917104.9;6.6;25.3
1493528.4;4917103.1;7.0;25.3
1493528.7;4917101.3;7.4;25.3
1493529.0;4917100.0;7.9;25.3
1493529.2;4917098.9;8.3;25.3
1493529.4;4917097.7;8.6;25.3
1493529.8;4917096.4;8.9;25.3
1493530.3;4917095.4;9.2;25.3
1493530.9;4917094.8;9.5;25.3
1493531.5;4917094.5;10.0;25.3
1493532.1;4917094.1;10.3;25.3
1493532.4;4917092.8;10.4;25.3
1493532.7;4917090.8;10.5;25.3
1493533.3;4917089.0;10.8;25.4
1493533.9;4917087.7;10.8;25.4
1493534.3;4917086.6;10.9;25.3
1493535.0;4917085.4;10.7;25.3
1493535.6;4917084.2;10.5;25.3
1493536.4;4917083.2;10.6;25.3
1493537.2;4917082.3;10.3;25.3
1493538.0;4917081.1;10.0;25.3
1493538.7;4917079.8;9.9;25.3
1493539.5;4917078.7;9.8;25.3
1493540.5;4917077.8;9.7;25.3
1493541.8;4917076.7;9.5;25.3
1493542.8;4917075.6;9.6;25.4
1493543.8;4917074.6;9.8;25.4
1493544.5;4917073.4;9.7;25.4
1493545.0;4917072.2;9.6;25.4
1493545.7;4917070.9;9.6;25.4
1493546.5;4917069.8;9.8;25.4
1493547.7;4917068.9;9.9;25.4
1493548.7;4917068.1;10.1;25.3
1493549.7;4917067.2;9.7;25.3
1493550.8;4917066.5;9.7;25.3
1493552.2;4917066.0;9.6;25.3
1493553.5;4917065.6;9.2;25.3
1493554.9;4917065.2;9.0;25.3
1493556.4;4917064.2;8.8;25.3
1493557.3;4917062.8;8.7;25.3
1493558.4;4917061.2;8.3;25.3
1493559.1;4917059.9;8.1;25.3
1493559.7;4917058.5;7.8;25.3
1493560.6;4917057.3;7.5;25.3
1493561.4;4917056.2;7.3;25.3
1493562.3;4917055.1;6.7;25.3
1493563.3;4917054.1;6.2;25.3
1493564.3;4917053.2;5.9;25.3
1493565.2;4917052.0;5.6;25.3
1493566.1;4917050.4;5.3;25.3
1493566.8;4917049.1;5.0;25.3
1493567.5;4917048.1;5.0;25.3
1493568.3;4917047.6;4.6;25.3
1493569.1;4917046.8;3.9;25.3
1493569.4;4917045.7;3.3;25.3
1493569.6;4917044.4;3.0;25.3
1493570.3;4917043.0;3.3;25.3
1493571.3;4917041.6;3.2;25.3
1493572.4;4917040.5;3.1;25.3
1493573.6;4917039.3;3.0;25.3
1493574.6;4917038.1;2.5;25.3
1493575.7;4917036.6;2.1;25.3
1493576.8;4917035.4;1.8;25.3
1493577.8;4917034.4;1.5;25.3
1493578.7;4917033.5;1.5;25.3
1493579.7;4917032.8;1.4;25.3
1493580.9;4917032.0;1.2;25.3
1493582.2;4917031.3;1.0;25.3
1493583.5;4917030.6;0.9;25.3
1493584.8;4917030.0;0.7;25.3
1493585.9;4917028.9;0.6;25.3
1493587.1;4917028.0;0.5;25.3
1493588.4;4917027.1;0.4;25.3
1493589.7;4917025.9;0.4;25.3
1493590.7;4917024.7;0.6;25.3
1493591.8;4917023.7;0.8;25.4
1493593.1;4917023.1;0.9;25.4
1493594.3;4917022.5;0.8;25.4
1493595.3;4917021.9;0.5;25.4
1493596.3;4917021.0;0.4;25.4
1493597.4;4917020.1;0.2;25.4
1493598.7;4917019.8;-0.1;25.4
1493599.9;4917019.6;-0.4;25.3
1493601.1;4917019.3;-0.7;25.3
1493602.3;4917018.3;-0.9;25.3
1493603.5;4917017.1;-0.9;25.3
1493604.6;4917016.3;-0.8;25.3
1493605.5;4917015.6;-0.8;25.3
1493606.6;4917014.8;-0.6;25.3
1493607.7;4917013.7;-0.5;25.3
1493608.9;4917013.1;-0.5;25.3
1493610.1;4917012.6;-0.9;25.4
1493611.3;4917011.9;-1.0;25.4
1493612.6;4917011.2;-0.8;25.4
1493613.9;4917010.4;-0.5;25.4
1493615.2;4917009.8;-0.3;25.4
1493616.5;4917009.4;-0.1;25.4
1493617.7;4917008.7;-0.1;25.4
1493619.0;4917008.4;0.0;25.4
1493620.2;4917008.3;0.1;25.4
1493621.4;4917008.3;0.0;25.4
1493622.8;4917008.3;-0.2;25.4
1493624.1;4917008.1;-0.4;25.4
1493625.4;4917007.6;-0.4;25.4
1493626.7;4917006.8;-0.4;25.3
1493628.0;4917006.2;-0.2;25.3
1493629.2;4917005.6;0.0;25.3
1493630.6;4917005.2;0.1;25.3
1493632.1;4917004.7;0.3;25.3
1493633.5;4917004.0;0.1;25.3
1493634.7;4917003.4;0.1;25.3
1493636.0;4917003.0;0.0;25.3
1493637.1;4917002.4;-0.3;25.3
1493638.2;4917001.7;-0.7;25.3
1493639.6;4917001.4;-0.9;25.3
1493641.0;4917001.3;-1.3;25.3
1493642.2;4917001.0;-1.6;25.3
1493643.2;4917000.4;-1.6;25.3
1493644.1;4916999.7;-1.8;25.3
1493645.1;4916998.8;-1.7;25.3
1493646.0;4916998.3;-1.5;25.3
1493647.2;4916998.1;-1.3;25.3
1493648.6;4916997.9;-1.0;25.3
1493649.9;4916997.5;-0.9;25.3
1493651.5;4916997.2;-0.8;25.3
1493653.0;4916996.9;-0.6;25.3
1493654.5;4916996.7;-0.9;25.3
1493656.0;4916996.5;-1.1;25.3
1493657.2;4916996.3;-1.1;25.3
1493658.6;4916995.9;-0.8;25.3
1493660.1;4916995.6;-0.3;25.3
1493661.6;4916995.3;-0.3;25.3
1493663.0;4916995.2;-0.5;25.3
1493664.7;4916995.3;-0.8;25.3
1493666.4;4916995.3;-0.9;25.3
1493668.1;4916995.2;-0.6;25.3
1493669.7;4916995.0;-0.5;25.3
1493670.8;4916994.7;-0.6;25.3
1493672.1;4916994.3;-0.8;25.3
1493673.3;4916994.0;-1.1;25.3
1493674.6;4916993.6;-1.1;25.3
1493675.8;4916993.1;-1.6;25.3
1493676.8;4916992.6;-1.9;25.3
1493677.9;4916992.0;-2.1;25.3
1493679.2;4916991.6;-1.8;25.3
1493680.5;4916991.1;-1.3;25.3
1493681.7;4916990.9;-1.0;25.3
1493683.0;4916990.8;-0.8;25.3
1493684.5;4916990.5;-0.9;25.3
1493686.2;4916989.9;-0.8;25.3
1493687.4;4916989.7;-0.5;25.3
1493688.9;4916990.0;-0.4;25.3
1493690.5;4916990.0;-0.3;25.3
1493692.0;4916989.5;-0.8;25.3
1493693.3;4916988.5;-1.5;25.3
1493694.9;4916987.9;-1.6;25.3
1493696.6;4916987.7;-1.3;25.3
1493698.2;4916987.4;-0.8;25.3
1493699.7;4916987.2;-0.5;25.3
1493700.7;4916986.6;-0.7;25.3
1493702.0;4916985.8;-0.8;25.3
1493703.8;4916985.3;-1.0;25.3
1493705.4;4916984.6;-1.1;25.3
1493706.7;4916983.7;-1.1;25.3
1493707.9;4916982.6;-1.0;25.3
1493709.4;4916981.8;-0.9;25.3
1493710.8;4916981.1;-1.0;25.3
1493712.2;4916980.6;-0.9;25.3
1493713.8;4916980.3;-0.8;25.3
1493715.2;4916980.2;-0.8;25.3
1493716.6;4916979.8;-1.2;25.3
1493717.5;4916979.0;-1.9;25.3
1493718.2;4916978.1;-2.5;25.3
1493718.8;4916977.3;-3.0;25.3
1493719.6;4916976.2;-3.5;25.3
1493720.5;4916975.5;-3.8;25.3
1493721.4;4916974.6;-4.0;25.3
1493722.6;4916974.0;-4.3;25.3
1493724.0;4916973.6;-4.4;25.3
1493725.0;4916972.8;-4.1;25.3
1493725.8;4916971.3;-3.6;25.3
1493726.5;4916969.5;-3.6;25.3
1493727.2;4916968.1;-3.9;25.3
1493727.7;4916967.0;-4.0;25.3
1493728.3;4916966.2;-4.2;25.3
1493728.9;4916965.2;-4.2;25.3
1493729.7;4916963.9;-4.1;25.3
1493730.5;4916962.4;-4.0;25.3
1493731.2;4916961.0;-4.1;25.3
1493731.9;4916960.0;-4.0;25.3
1493732.4;4916959.3;-4.5;25.3
1493733.1;4916958.7;-4.7;25.3
1493733.7;4916958.1;-4.7;25.3
1493734.6;4916957.4;-4.7;25.3
1493735.5;4916956.7;-4.5;25.3
1493736.5;4916955.8;-4.4;25.3
1493737.2;4916954.7;-4.1;25.3
1493738.0;4916953.6;-3.7;25.3
1493738.7;4916952.6;-3.4;25.3
1493739.5;4916951.5;-3.0;25.3
1493740.0;4916950.2;-2.9;25.3
1493740.6;4916949.0;-2.9;25.3
1493741.2;4916947.5;-2.6;25.3
1493742.0;4916946.3;-2.8;25.3
1493742.6;4916945.5;-3.0;25.3
1493743.0;4916944.3;-2.4;25.3
1493743.6;4916943.2;-2.1;25.3
1493744.3;4916942.1;-1.7;25.3
1493745.0;4916941.0;-1.2;25.3
1493745.7;4916939.8;-0.8;25.3
1493746.3;4916938.7;-0.7;25.3
1493746.9;4916937.5;-1.0;25.3
1493747.4;4916936.3;-1.3;25.3
1493747.7;4916935.2;-1.4;25.3
1493748.0;4916934.1;-1.5;25.3
1493748.6;4916933.2;-0.6;25.3
1493749.2;4916932.3;-0.2;25.3
1493749.7;4916931.0;0.2;25.3
1493750.2;4916929.5;0.7;25.3
1493750.4;4916927.7;1.6;25.3
1493751.2;4916924.0;3.2;25.3
1493751.5;4916923.3;3.6;25.3
1493751.7;4916922.5;4.0;25.3
1493753.0;4916919.9;4.7;25.3
1493753.5;4916918.1;4.7;25.3
1493753.8;4916916.6;4.2;25.3
1493754.0;4916915.1;3.7;25.3
