X;Y;Z;S;A;Q;C
1416716.913793;4856688.840517;-4.375;1089.573067;0.032072;2134.545153;2
1416717.086207;4856688.659483;-4.375;1097.391642;0.032342;2131.919573;2
1416717.258621;4856688.478448;-4.375;1102.384268;0.032433;2135.635054;2
1416717.431034;4856688.297414;-4.375;1102.658777;0.031502;2199.274337;2
1416717.603448;4856688.116379;-4.375;1106.679557;0.03047;2282.079764;2
1416717.775862;4856687.935345;-4.375;1111.729072;0.0282;2476.984084;2
1416717.948276;4856687.75431;-4.375;1114.059748;0.025591;2735.280845;2
1416718.12069;4856687.573276;-4.375;1120.454462;0.023759;2963.082189;2
1416718.293103;4856687.392241;-4.375;1130.436601;0.019802;3586.833672;2
1416718.465517;4856687.211207;-4.375;1135.976033;0.016276;4385.304949;2
1416718.637931;4856687.030172;-4.375;1147.658242;0.012897;5591.046701;2
1416718.810345;4856686.849138;-4.375;1160.195993;0.013414;5434.586143;3
1416718.982759;4856686.668103;-4.375;1164.788243;0.01421;5150.218671;3
1416719.155172;4856686.487069;-4.375;1169.739682;0.017392;4225.806672;3
1416719.327586;4856686.306034;-4.375;1178.320607;0.021436;3453.772251;3
1416719.5;4856686.125;-4.375;1187.914967;0.02619;2849.946302;3
1416719.672414;4856685.943966;-4.375;1196.363299;0.03099;2425.607966;3
1416719.844828;4856685.762931;-4.375;1206.316364;0.035396;2141.350264;3
1416720.017241;4856685.581897;-4.375;1211.026366;0.039867;1908.614605;3
1416720.189655;4856685.400862;-4.375;1216.62274;0.044736;1708.767232;3
1416720.362069;4856685.219828;-4.375;1224.661947;0.049716;1547.740696;3
1416720.534483;4856685.038793;-4.375;1237.984613;0.053753;1447.083847;3
1416720.706897;4856684.857759;-4.375;1253.471068;0.057748;1363.817311;3
1416720.87931;4856684.676724;-4.375;1272.95571;0.06139;1302.847823;3
1416721.051724;4856684.49569;-4.375;1295.009741;0.06245;1302.937423;3
1416721.224138;4856684.314655;-4.375;1324.166926;0.062594;1329.199931;3
1416721.396552;4856684.133621;-4.375;1354.861554;0.06179;1377.705119;3
1416721.568966;4856683.952586;-4.375;1382.301776;0.060439;1437.029122;3
1416721.741379;4856683.771552;-4.375;1414.891476;0.058774;1512.580519;3
1416721.913793;4856683.590517;-4.375;1453.776262;0.057318;1593.61448;3
1416722.086207;4856683.409483;-4.375;1473.334763;0.054396;1701.834483;3
1416722.258621;4856683.228448;-4.375;1490.477394;0.052178;1794.823297;3
1416722.431034;4856683.047414;-4.375;1491.629858;0.049004;1912.530683;3
1416722.603448;4856682.866379;-4.375;1482.65915;0.046083;2021.522958;3
1416722.775862;4856682.685345;-4.375;1469.789355;0.042663;2164.624605;3
1416722.948276;4856682.50431;-4.375;1460.611195;0.038972;2354.864867;3
1416723.12069;4856682.323276;-4.375;1434.528181;0.035292;2553.973902;3
1416723.293103;4856682.142241;-4.375;1402.759869;0.032521;2710.146919;3
1416723.465517;4856681.961207;-4.375;1371.076007;0.029728;2897.873291;3
1416723.637931;4856681.780172;-4.375;1334.223288;0.028177;2975.132985;3
1416723.810345;4856681.599138;-4.375;1290.99662;0.026031;3116.066696;3
1416723.982759;4856681.418103;-4.375;1256.887684;0.025345;3115.958811;3
1416724.155172;4856681.237069;-4.375;1221.057519;0.024251;3163.604449;3
1416724.327586;4856681.056034;-4.375;1191.352837;0.024543;3049.994645;3
1416724.5;4856680.875;-4.375;1162.083331;0.024145;3024.074483;3
1416724.672414;4856680.693966;-4.375;1133.150792;0.0239;2979.048329;2
1416724.844828;4856680.512931;-4.375;1105.684731;0.024131;2878.930586;2
1416725.017241;4856680.331897;-4.375;1083.702462;0.025511;2669.057218;2
1416725.189655;4856680.150862;-4.375;1063.77649;0.026305;2540.906824;2
1416725.362069;4856679.969828;-4.375;1046.353964;0.026886;2445.258477;2
1416725.534483;4856679.788793;-4.375;1030.996318;0.026912;2407.084;2
1416725.706897;4856679.607759;-4.375;1016.56751;0.027475;2324.800254;2
1416725.87931;4856679.426724;-4.375;1004.888784;0.027433;2301.598414;2
1416726.051724;4856679.24569;-4.375;993.988593;0.027316;2286.325906;2
1416726.224138;4856679.064655;-4.375;983.608083;0.026721;2312.866282;2
1416726.396552;4856678.883621;-4.375;975.054482;0.026213;2337.137766;2
1416726.568966;4856678.702586;-4.375;966.708031;0.026025;2333.919755;2
1416726.741379;4856678.521552;-4.375;959.220295;0.025241;2387.783482;2
1416726.913793;4856678.340517;-4.375;953.040125;0.023747;2521.648452;2
1416727.086207;4856678.159483;-4.375;950.501128;0.022515;2652.494218;2
1416727.258621;4856677.978448;-4.375;949.608655;0.022046;2706.438807;2
1416727.431034;4856677.797414;-4.375;949.49843;0.021546;2768.892015;2
1416727.603448;4856677.616379;-4.375;948.568084;0.02093;2847.558181;2
1416727.775862;4856677.435345;-4.375;950.542314;0.020186;2958.700965;2
1416727.948276;4856677.25431;-4.375;955.708472;0.019467;3084.65396;2
1416728.12069;4856677.073276;-4.375;960.490207;0.018501;3261.977529;2
1416728.293103;4856676.892241;-4.375;964.839038;0.017723;3420.577232;2
1416728.465517;4856676.711207;-4.375;969.9239;0.016677;3654.316289;2
1416728.637931;4856676.530172;-4.375;975.655214;0.01605;3819.366491;2
1416728.810345;4856676.349138;-4.375;978.519376;0.015685;3919.833364;2
1416728.982759;4856676.168103;-4.375;979.356728;0.015271;4029.622634;2
1416729.155172;4856675.987069;-4.375;978.738372;0.014799;4155.495965;2
1416729.327586;4856675.806034;-4.375;980.058842;0.015015;4101.10714;2
1416729.5;4856675.625;-4.375;983.043348;0.01498;4123.239503;2
1416729.672414;4856675.443966;-4.375;985.953645;0.015108;4100.4623;2
1416729.844828;4856675.262931;-4.375;984.518317;0.015212;4066.365362;2
1416730.017241;4856675.081897;-4.375;982.288497;0.015735;3922.406815;2
1416730.189655;4856674.900862;-4.375;979.427538;0.015742;3909.250551;2
1416730.362069;4856674.719828;-4.375;975.570995;0.015985;3834.589263;2
1416730.534483;4856674.538793;-4.375;969.546799;0.016397;3715.292881;2
1416730.706897;4856674.357759;-4.375;963.672114;0.017269;3506.269854;2
1416730.87931;4856674.176724;-4.375;959.247459;0.017407;3462.546291;2
1416731.051724;4856673.99569;-4.375;955.677428;0.018048;3327.065441;2
1416731.224138;4856673.814655;-4.375;951.60559;0.017739;3370.559683;2
1416731.396552;4856673.633621;-4.375;947.074829;0.017437;3412.603037;2
1416731.568966;4856673.452586;-4.375;939.718873;0.017299;3413.095174;2
1416731.741379;4856673.271552;-4.375;932.257058;0.017033;3439.031055;2
1416731.913793;4856673.090517;-4.375;924.626212;0.016605;3498.632066;2
1416732.086207;4856672.909483;-4.375;916.081675;0.016354;3519.470585;2
1416732.258621;4856672.728448;-4.375;906.700225;0.016095;3539.692414;2
1416732.431034;4856672.547414;-4.375;896.660179;0.015608;3609.537042;2
1416732.603448;4856672.366379;-4.375;885.761077;0.014313;3888.356351;2
1416732.775862;4856672.185345;-4.375;870.801912;0.013926;3929.025646;2
1416732.948276;4856672.00431;-4.375;854.388851;0.013054;4112.352302;2
1416713.293103;4856692.642241;-4.625;1231.158812;0.013002;5949.573953;3
1416713.465517;4856692.461207;-4.625;1230.694898;0.013911;5558.572911;3
1416713.637931;4856692.280172;-4.625;1227.397023;0.013546;5693.313143;3
1416713.810345;4856692.099138;-4.625;1230.96544;0.014042;5508.175067;3
1416713.982759;4856691.918103;-4.625;1231.728715;0.01396;5543.864003;3
1416714.155172;4856691.737069;-4.625;1232.930696;0.013938;5558.045704;3
1416714.327586;4856691.556034;-4.625;1228.152016;0.012336;6255.520401;3
1416714.5;4856691.375;-4.625;1220.269627;0.012327;6219.879562;3
1416714.672414;4856691.193966;-4.625;1210.360674;0.013047;5828.945287;3
1416714.844828;4856691.012931;-4.625;1194.943425;0.013362;5619.003944;3
1416715.017241;4856690.831897;-4.625;1186.540106;0.0133;5605.653467;3
1416715.189655;4856690.650862;-4.625;1183.738864;0.013245;5615.396484;3
1416715.362069;4856690.469828;-4.625;1180.682379;0.012335;6013.933895;3
1416715.534483;4856690.288793;-4.625;1178.422914;0.013923;5318.11221;3
1416715.706897;4856690.107759;-4.625;1166.540663;0.014006;5233.182162;3
1416715.87931;4856689.926724;-4.625;1156.580682;0.015809;4596.671433;3
1416716.051724;4856689.74569;-4.625;1144.894154;0.017744;4054.050376;2
1416716.224138;4856689.564655;-4.625;1139.096407;0.0192;3727.608557;2
1416716.396552;4856689.383621;-4.625;1138.127803;0.022783;3138.799344;2
1416716.568966;4856689.202586;-4.625;1139.820965;0.02413;2968.005451;2
1416716.741379;4856689.021552;-4.625;1140.374521;0.024035;2981.135197;2
1416716.913793;4856688.840517;-4.625;1138.819379;0.023721;3016.481047;2
1416717.086207;4856688.659483;-4.625;1143.532225;0.023758;3024.293939;2
1416717.258621;4856688.478448;-4.625;1146.935967;0.024489;2942.756492;2
1416717.431034;4856688.297414;-4.625;1149.021448;0.023986;3009.840811;2
1416717.603448;4856688.116379;-4.625;1152.68042;0.023585;3070.85944;3
1416717.775862;4856687.935345;-4.625;1156.982014;0.021977;3307.80323;3
1416717.948276;4856687.75431;-4.625;1163.105587;0.020017;3650.86901;3
1416718.12069;4856687.573276;-4.625;1169.373717;0.018564;3957.832359;3
1416718.293103;4856687.392241;-4.625;1174.150026;0.01499;4921.516177;3
1416718.465517;4856687.211207;-4.625;1178.04497;0.013052;5671.196614;3
1416718.637931;4856687.030172;-4.625;1186.2332;0.012859;5796.069754;3
1416718.810345;4856686.849138;-4.625;1198.323533;0.012875;5847.830801;3
1416718.982759;4856686.668103;-4.625;1204.829651;0.01349;5611.843961;3
1416719.155172;4856686.487069;-4.625;1217.03914;0.014858;5146.710883;3
1416719.327586;4856686.306034;-4.625;1227.992601;0.018044;4275.975344;3
1416719.5;4856686.125;-4.625;1242.389415;0.021625;3609.846862;3
1416719.672414;4856685.943966;-4.625;1258.395095;0.025492;3101.711473;3
1416719.844828;4856685.762931;-4.625;1270.763514;0.029261;2728.703669;3
1416720.017241;4856685.581897;-4.625;1280.407807;0.03288;2446.82525;3
1416720.189655;4856685.400862;-4.625;1293.469996;0.036601;2220.472606;3
1416720.362069;4856685.219828;-4.625;1309.506212;0.040513;2030.924641;3
1416720.534483;4856685.038793;-4.625;1332.295286;0.044096;1898.361591;3
1416720.706897;4856684.857759;-4.625;1358.734681;0.048012;1778.140641;3
1416720.87931;4856684.676724;-4.625;1390.825313;0.051197;1706.910382;3
1416721.051724;4856684.49569;-4.625;1419.20731;0.052912;1685.27064;3
1416721.224138;4856684.314655;-4.625;1453.911323;0.052969;1724.634637;3
1416721.396552;4856684.133621;-4.625;1488.038623;0.052806;1770.553827;3
1416721.568966;4856683.952586;-4.625;1520.226643;0.052181;1830.530828;3
1416721.741379;4856683.771552;-4.625;1556.441607;0.050893;1921.56048;3
1416721.913793;4856683.590517;-4.625;1593.235487;0.049672;2015.343346;3
1416722.086207;4856683.409483;-4.625;1611.723281;0.047179;2146.47455;3
1416722.258621;4856683.228448;-4.625;1622.697164;0.04506;2262.703569;3
1416722.431034;4856683.047414;-4.625;1616.806007;0.042757;2375.892451;3
1416722.603448;4856682.866379;-4.625;1594.502187;0.040012;2503.917106;3
1416722.775862;4856682.685345;-4.625;1561.556307;0.037022;2650.199884;3
1416722.948276;4856682.50431;-4.625;1538.818955;0.03422;2825.41806;3
1416723.12069;4856682.323276;-4.625;1506.637861;0.031011;3052.634835;3
1416723.293103;4856682.142241;-4.625;1467.799399;0.027757;3322.559306;3
1416723.465517;4856681.961207;-4.625;1426.471916;0.024596;3643.998803;3
1416723.637931;4856681.780172;-4.625;1385.884122;0.022304;3904.168844;3
1416723.810345;4856681.599138;-4.625;1344.945654;0.020206;4182.144822;3
1416723.982759;4856681.418103;-4.625;1308.102578;0.019993;4111.033431;3
1416724.155172;4856681.237069;-4.625;1270.838876;0.019469;4101.330099;3
1416724.327586;4856681.056034;-4.625;1236.806473;0.01892;4107.24384;3
1416724.5;4856680.875;-4.625;1204.401764;0.018632;4061.572574;3
1416724.672414;4856680.693966;-4.625;1174.581584;0.018535;3981.73502;3
1416724.844828;4856680.512931;-4.625;1144.797192;0.01876;3834.211717;2
1416725.017241;4856680.331897;-4.625;1119.715876;0.01959;3591.341445;2
1416725.189655;4856680.150862;-4.625;1097.032956;0.020851;3305.804253;2
1416725.362069;4856679.969828;-4.625;1077.605641;0.021896;3092.19485;2
1416725.534483;4856679.788793;-4.625;1058.621288;0.022787;2918.934937;2
1416725.706897;4856679.607759;-4.625;1040.701843;0.024199;2702.192793;2
1416725.87931;4856679.426724;-4.625;1026.025555;0.024385;2643.681749;2
1416726.051724;4856679.24569;-4.625;1013.063319;0.02463;2584.386206;2
1416726.224138;4856679.064655;-4.625;1000.653747;0.024677;2547.873055;2
1416726.396552;4856678.883621;-4.625;990.375901;0.024547;2535.069823;2
1416726.568966;4856678.702586;-4.625;980.781243;0.02477;2487.90733;2
1416726.741379;4856678.521552;-4.625;971.861951;0.024373;2505.363701;2
1416726.913793;4856678.340517;-4.625;964.72842;0.023876;2538.718333;2
1416727.086207;4856678.159483;-4.625;961.667397;0.023042;2622.30183;2
1416727.258621;4856677.978448;-4.625;960.143772;0.022293;2706.124594;2
1416727.431034;4856677.797414;-4.625;959.488605;0.021704;2777.698496;2
1416727.603448;4856677.616379;-4.625;958.430449;0.020843;2889.21515;2
1416727.775862;4856677.435345;-4.625;962.318494;0.019895;3039.228344;2
1416727.948276;4856677.25431;-4.625;968.310738;0.01878;3239.739927;2
1416728.12069;4856677.073276;-4.625;973.444395;0.017646;3466.038056;2
1416728.293103;4856676.892241;-4.625;979.25607;0.016937;3632.735791;2
1416728.465517;4856676.711207;-4.625;985.930433;0.015781;3925.525496;2
1416728.637931;4856676.530172;-4.625;994.33965;0.014911;4190.049432;2
1416728.810345;4856676.349138;-4.625;1000.038699;0.014259;4406.589786;2
1416728.982759;4856676.168103;-4.625;1003.792245;0.013609;4634.411953;2
1416729.155172;4856675.987069;-4.625;1007.413803;0.013312;4754.896352;2
1416729.327586;4856675.806034;-4.625;1012.607296;0.013277;4792.144744;2
1416729.5;4856675.625;-4.625;1017.488593;0.013036;4904.211952;2
1416729.672414;4856675.443966;-4.625;1017.185686;0.013258;4820.623624;2
1416729.844828;4856675.262931;-4.625;1014.880462;0.013631;4677.947728;2
1416730.017241;4856675.081897;-4.625;1013.606748;0.0146;4362.095988;2
1416730.189655;4856674.900862;-4.625;1011.207345;0.015022;4229.403375;2
1416730.362069;4856674.719828;-4.625;1009.494135;0.015189;4175.927109;2
1416730.534483;4856674.538793;-4.625;1003.840053;0.015744;4006.117917;2
1416730.706897;4856674.357759;-4.625;1000.294587;0.016065;3912.178467;2
1416730.87931;4856674.176724;-4.625;997.312305;0.01612;3887.368388;2
1416731.051724;4856673.99569;-4.625;993.396718;0.016767;3722.504765;2
1416731.224138;4856673.814655;-4.625;987.654291;0.016587;3741.145164;2
1416731.396552;4856673.633621;-4.625;983.165383;0.016452;3754.828071;2
1416731.568966;4856673.452586;-4.625;977.980982;0.016103;3815.855393;2
1416731.741379;4856673.271552;-4.625;971.046868;0.015728;3879.236692;2
1416731.913793;4856673.090517;-4.625;963.186339;0.015042;4023.375185;2
1416732.086207;4856672.909483;-4.625;953.367779;0.014241;4206.263451;2
1416732.258621;4856672.728448;-4.625;941.109743;0.013953;4238.002813;2
1416732.431034;4856672.547414;-4.625;929.14672;0.013594;4294.488216;2
1416732.603448;4856672.366379;-4.625;915.011524;0.013035;4410.58687;2
1416732.775862;4856672.185345;-4.625;897.486241;0.012937;4358.808559;2
1416713.810345;4856692.099138;-4.875;1269.341206;0.01354;5890.21944;3
1416713.982759;4856691.918103;-4.875;1272.979154;0.013524;5914.017095;3
1416714.155172;4856691.737069;-4.875;1277.370445;0.013652;5878.989419;3
1416714.327586;4856691.556034;-4.875;1275.680189;0.012076;6637.453926;3
1416714.5;4856691.375;-4.875;1270.164448;0.01197;6667.043553;3
1416714.672414;4856691.193966;-4.875;1264.89953;0.012435;6391.241784;3
1416714.844828;4856691.012931;-4.875;1256.763897;0.0125;6317.049129;3
1416715.017241;4856690.831897;-4.875;1247.613456;0.012171;6440.850947;3
1416715.189655;4856690.650862;-4.875;1232.781384;0.011828;6548.756761;3
1416715.362069;4856690.469828;-4.875;1219.442945;0.01099;6971.654421;3
1416715.534483;4856690.288793;-4.875;1217.135469;0.012251;6242.292082;3
1416715.706897;4856690.107759;-4.875;1207.672552;0.012215;6212.148094;3
1416715.87931;4856689.926724;-4.875;1199.262124;0.014358;5248.133099;3
1416716.051724;4856689.74569;-4.875;1191.292807;0.016524;4529.863488;3
1416716.224138;4856689.564655;-4.875;1189.452956;0.016742;4463.905731;3
1416716.396552;4856689.383621;-4.875;1192.451543;0.017268;4338.92777;3
1416716.568966;4856689.202586;-4.875;1195.329116;0.017749;4231.403962;3
1416716.741379;4856689.021552;-4.875;1195.363536;0.018224;4121.221806;3
1416716.913793;4856688.840517;-4.875;1193.801467;0.018506;4053.318511;3
1416717.086207;4856688.659483;-4.875;1197.560877;0.018738;4015.708083;3
1416717.258621;4856688.478448;-4.875;1198.386455;0.019306;3900.264191;3
1416717.431034;4856688.297414;-4.875;1199.595466;0.019066;3953.256695;3
1416717.603448;4856688.116379;-4.875;1199.268325;0.01876;4016.7248;3
1416717.775862;4856687.935345;-4.875;1200.852517;0.017212;4383.586449;3
1416717.948276;4856687.75431;-4.875;1202.150686;0.015207;4967.069547;3
1416718.12069;4856687.573276;-4.875;1205.046989;0.015046;5032.164352;3
1416718.293103;4856687.392241;-4.875;1206.707044;0.014535;5216.456391;3
1416718.465517;4856687.211207;-4.875;1208.699916;0.013817;5496.392709;3
1416718.637931;4856687.030172;-4.875;1217.406465;0.013387;5713.718089;3
1416718.810345;4856686.849138;-4.875;1230.125379;0.012532;6167.435952;3
1416718.982759;4856686.668103;-4.875;1241.920927;0.012465;6260.345915;3
1416719.155172;4856686.487069;-4.875;1260.989805;0.012511;6332.995878;3
1416719.327586;4856686.306034;-4.875;1279.458017;0.013818;5817.681052;3
1416719.5;4856686.125;-4.875;1297.540107;0.016579;4917.431808;3
1416719.672414;4856685.943966;-4.875;1321.359322;0.019403;4278.877866;3
1416719.844828;4856685.762931;-4.875;1343.720786;0.022385;3771.697626;3
1416720.017241;4856685.581897;-4.875;1360.379835;0.025648;3332.59574;3
1416720.189655;4856685.400862;-4.875;1379.381156;0.028833;3005.884028;3
1416720.362069;4856685.219828;-4.875;1407.577596;0.031989;2764.714738;3
1416720.534483;4856685.038793;-4.875;1443.525376;0.034854;2602.283074;3
1416720.706897;4856684.857759;-4.875;1478.346991;0.038325;2423.66333;3
1416720.87931;4856684.676724;-4.875;1513.960125;0.041317;2302.303829;3
1416721.051724;4856684.49569;-4.875;1548.912486;0.04337;2243.955035;3
1416721.224138;4856684.314655;-4.875;1589.872435;0.044237;2258.167482;3
1416721.396552;4856684.133621;-4.875;1633.445422;0.043665;2350.433106;3
1416721.568966;4856683.952586;-4.875;1660.202892;0.043241;2412.401534;3
1416721.741379;4856683.771552;-4.875;1689.88992;0.042161;2518.436049;3
1416721.913793;4856683.590517;-4.875;1719.893508;0.040656;2658.042792;3
1416722.086207;4856683.409483;-4.875;1733.647643;0.038027;2864.475239;3
1416722.258621;4856683.228448;-4.875;1732.73549;0.03647;2985.212952;3
1416722.431034;4856683.047414;-4.875;1711.903911;0.034893;3082.657079;3
1416722.603448;4856682.866379;-4.875;1679.390637;0.032729;3224.024537;3
1416722.775862;4856682.685345;-4.875;1641.188767;0.030155;3419.576649;3
1416722.948276;4856682.50431;-4.875;1602.624795;0.027566;3652.945982;3
1416723.12069;4856682.323276;-4.875;1556.363007;0.024706;3958.055049;3
1416723.293103;4856682.142241;-4.875;1508.728957;0.022234;4263.527587;3
1416723.465517;4856681.961207;-4.875;1469.363121;0.019325;4777.477197;3
1416723.637931;4856681.780172;-4.875;1428.924724;0.017455;5143.683106;3
1416723.810345;4856681.599138;-4.875;1389.726331;0.016022;5449.787506;3
1416723.982759;4856681.418103;-4.875;1354.549619;0.015859;5366.608633;3
1416724.155172;4856681.237069;-4.875;1315.398588;0.014936;5533.378227;3
1416724.327586;4856681.056034;-4.875;1278.017531;0.014151;5674.503464;3
1416724.5;4856680.875;-4.875;1241.867044;0.014179;5503.284689;3
1416724.672414;4856680.693966;-4.875;1208.296331;0.014487;5240.572282;3
1416724.844828;4856680.512931;-4.875;1178.875938;0.01541;4806.710058;3
1416725.017241;4856680.331897;-4.875;1152.18514;0.016814;4305.465506;3
1416725.189655;4856680.150862;-4.875;1127.1008;0.018329;3863.664188;2
1416725.362069;4856679.969828;-4.875;1104.08306;0.020074;3455.717323;2
1416725.534483;4856679.788793;-4.875;1082.009862;0.021206;3205.935452;2
1416725.706897;4856679.607759;-4.875;1060.977971;0.022901;2910.926022;2
1416725.87931;4856679.426724;-4.875;1041.806903;0.02384;2745.701889;2
1416726.051724;4856679.24569;-4.875;1026.199919;0.024557;2625.602733;2
1416726.224138;4856679.064655;-4.875;1013.465782;0.024973;2549.82733;2
1416726.396552;4856678.883621;-4.875;1003.989289;0.025492;2474.571968;2
1416726.568966;4856678.702586;-4.875;994.88942;0.026021;2402.306917;2
1416726.741379;4856678.521552;-4.875;985.736395;0.025971;2384.818936;2
1416726.913793;4856678.340517;-4.875;978.248174;0.025819;2380.61364;2
1416727.086207;4856678.159483;-4.875;974.791181;0.02496;2453.81349;2
1416727.258621;4856677.978448;-4.875;972.69981;0.024131;2532.719218;2
1416727.431034;4856677.797414;-4.875;971.832996;0.023666;2580.182901;2
1416727.603448;4856677.616379;-4.875;971.707737;0.022529;2709.981254;2
1416727.775862;4856677.435345;-4.875;975.919623;0.021496;2852.511195;2
1416727.948276;4856677.25431;-4.875;982.682593;0.020468;3016.62563;2
1416728.12069;4856677.073276;-4.875;988.143872;0.019157;3240.971272;2
1416728.293103;4856676.892241;-4.875;994.264568;0.017689;3531.745278;2
1416728.465517;4856676.711207;-4.875;1002.011596;0.016095;3911.739976;2
1416728.637931;4856676.530172;-4.875;1011.687906;0.014748;4310.294824;2
1416728.810345;4856676.349138;-4.875;1020.708652;0.01359;4719.159991;2
1416728.982759;4856676.168103;-4.875;1028.746166;0.013066;4947.000786;2
1416729.155172;4856675.987069;-4.875;1036.939357;0.012566;5184.864613;2
1416729.327586;4856675.806034;-4.875;1044.376559;0.012302;5334.031059;2
1416729.5;4856675.625;-4.875;1047.968664;0.012321;5344.208461;2
1416729.672414;4856675.443966;-4.875;1048.153287;0.01279;5148.972794;2
1416729.844828;4856675.262931;-4.875;1047.598762;0.013331;4937.410636;2
1416730.017241;4856675.081897;-4.875;1048.670464;0.013762;4787.955368;2
1416730.189655;4856674.900862;-4.875;1049.773517;0.013773;4788.920132;2
1416730.362069;4856674.719828;-4.875;1049.42949;0.014145;4661.407776;2
1416730.534483;4856674.538793;-4.875;1046.194181;0.014702;4471.032016;2
1416730.706897;4856674.357759;-4.875;1043.306004;0.01533;4276.085941;2
1416730.87931;4856674.176724;-4.875;1039.016907;0.015293;4268.745459;2
1416731.051724;4856673.99569;-4.875;1033.757894;0.015773;4118.072466;2
1416731.224138;4856673.814655;-4.875;1027.836187;0.015414;4189.648815;2
1416731.396552;4856673.633621;-4.875;1024.882984;0.014921;4315.858116;2
1416731.568966;4856673.452586;-4.875;1020.145714;0.014328;4473.561368;2
1416731.741379;4856673.271552;-4.875;1011.244633;0.013554;4687.759507;2
1416731.913793;4856673.090517;-4.875;1000.668406;0.013212;4758.707235;2
1416732.086207;4856672.909483;-4.875;986.771003;0.013099;4733.278233;2
1416732.258621;4856672.728448;-4.875;972.384567;0.013038;4686.065908;2
1416732.431034;4856672.547414;-4.875;957.459127;0.012943;4647.963203;2
1416714.155172;4856691.737069;-5.125;1302.89305;0.010782;7592.677895;3
1416714.327586;4856691.556034;-5.125;1304.36161;0.010829;7567.911316;3
1416714.5;4856691.375;-5.125;1300.852625;0.011056;7393.149922;3
1416714.672414;4856691.193966;-5.125;1297.762816;0.011366;7173.831984;3
1416714.844828;4856691.012931;-5.125;1290.785155;0.011254;7206.449234;3
1416715.017241;4856690.831897;-5.125;1286.347071;0.01071;7546.561989;3
1416715.189655;4856690.650862;-5.125;1278.867944;0.010188;7886.731693;3
1416715.362069;4856690.469828;-5.125;1265.840168;0.009335;8520.021764;3
1416715.534483;4856690.288793;-5.125;1251.354223;0.00984;7990.096205;3
1416715.706897;4856690.107759;-5.125;1235.010466;0.009274;8367.452835;3
1416715.87931;4856689.926724;-5.125;1226.067607;0.009407;8189.154076;3
1416716.051724;4856689.74569;-5.125;1218.270626;0.009558;8008.25524;3
1416716.224138;4856689.564655;-5.125;1214.131591;0.00993;7682.148855;3
1416716.396552;4856689.383621;-5.125;1214.132159;0.010717;7118.142227;3
1416716.568966;4856689.202586;-5.125;1215.687107;0.011432;6681.48319;3
1416716.741379;4856689.021552;-5.125;1212.658432;0.012162;6265.109803;3
1416716.913793;4856688.840517;-5.125;1209.451853;0.012742;5963.938954;3
1416717.086207;4856688.659483;-5.125;1207.82306;0.013489;5625.986738;3
1416717.258621;4856688.478448;-5.125;1208.809462;0.014066;5399.6249;3
1416717.431034;4856688.297414;-5.125;1209.119401;0.014203;5349.023643;3
1416717.603448;4856688.116379;-5.125;1207.025835;0.014273;5313.616533;3
1416717.775862;4856687.935345;-5.125;1209.320205;0.014696;5170.313861;3
1416717.948276;4856687.75431;-5.125;1211.634001;0.01507;5051.784106;3
1416718.12069;4856687.573276;-5.125;1218.462845;0.015091;5073.223759;3
1416718.293103;4856687.392241;-5.125;1226.287955;0.014366;5363.320977;3
1416718.465517;4856687.211207;-5.125;1232.75148;0.013397;5781.784805;3
1416718.637931;4856687.030172;-5.125;1248.944408;0.012537;6259.570464;3
1416718.810345;4856686.849138;-5.125;1267.646358;0.011679;6819.880393;3
1416718.982759;4856686.668103;-5.125;1289.980548;0.010791;7511.271001;3
1416719.155172;4856686.487069;-5.125;1313.172343;0.010487;7868.116079;3
1416719.327586;4856686.306034;-5.125;1338.58924;0.011011;7638.061464;3
1416719.5;4856686.125;-5.125;1369.470723;0.012148;7083.347077;3
1416719.672414;4856685.943966;-5.125;1397.702851;0.014336;6125.853724;3
1416719.844828;4856685.762931;-5.125;1429.815742;0.016515;5439.904578;3
1416720.017241;4856685.581897;-5.125;1458.515297;0.018805;4873.167353;3
1416720.189655;4856685.400862;-5.125;1482.254089;0.021582;4315.319578;3
1416720.362069;4856685.219828;-5.125;1517.093502;0.024127;3950.804521;3
1416720.534483;4856685.038793;-5.125;1556.258923;0.026453;3696.399154;3
1416720.706897;4856684.857759;-5.125;1595.957827;0.028986;3459.511409;3
1416720.87931;4856684.676724;-5.125;1630.212254;0.031738;3227.309132;3
1416721.051724;4856684.49569;-5.125;1664.213709;0.033728;3100.27533;3
1416721.224138;4856684.314655;-5.125;1700.942072;0.035051;3049.049356;3
1416721.396552;4856684.133621;-5.125;1735.93233;0.035633;3060.936128;3
1416721.568966;4856683.952586;-5.125;1769.122837;0.034805;3193.725629;3
1416721.741379;4856683.771552;-5.125;1791.038029;0.033579;3351.335955;3
1416721.913793;4856683.590517;-5.125;1807.459484;0.03218;3529.049518;3
1416722.086207;4856683.409483;-5.125;1815.511579;0.029747;3834.674124;3
1416722.258621;4856683.228448;-5.125;1806.963614;0.028687;3957.768565;3
1416722.431034;4856683.047414;-5.125;1783.400236;0.027463;4080.147169;3
1416722.603448;4856682.866379;-5.125;1746.788373;0.025506;4303.049676;3
1416722.775862;4856682.685345;-5.125;1703.95463;0.022815;4692.560608;3
1416722.948276;4856682.50431;-5.125;1661.990922;0.020357;5129.73374;3
1416723.12069;4856682.323276;-5.125;1612.390517;0.017936;5648.247843;3
