X;Y;Z;cat;ID
m;m;m;; 
R;R;A;K;V
;;;; 
xcoord;ycoord;absolute_depth;category;id_survey
;;;; 
1493145.12;4922468.00;9.78;5;3192
1493145.12;4922468.00;-0.22;5;3192
1493145.12;4922468.00;-10.22;5;3192
1493145.12;4922468.00;-20.22;5;3192
1493145.12;4922468.00;-30.22;5;3192
1493145.12;4922468.00;-40.22;5;3192
1493145.12;4922468.00;-50.22;5;3192
1493140.25;4922470.00;49.85;5;3193
1493140.25;4922470.00;39.85;5;3193
1493140.25;4922470.00;29.85;5;3193
1493140.25;4922470.00;19.85;5;3193
1493140.25;4922470.00;9.85;5;3193
1493140.25;4922470.00;-0.15;5;3193
1493140.25;4922470.00;-10.15;5;3193
1493140.25;4922470.00;-20.15;5;3193
1493140.25;4922470.00;-30.15;5;3193
1493140.25;4922470.00;-40.15;5;3193
1493140.25;4922470.00;-50.15;5;3193
1493134.12;4922471.00;49.72;5;3194
1493134.12;4922471.00;39.72;5;3194
1493134.12;4922471.00;29.72;5;3194
1493134.12;4922471.00;19.72;5;3194
1493134.12;4922471.00;9.72;5;3194
1493134.12;4922471.00;-0.28;5;3194
1493134.12;4922471.00;-10.28;5;3194
1493134.12;4922471.00;-20.28;5;3194
1493134.12;4922471.00;-30.28;5;3194
1493134.12;4922471.00;-40.28;5;3194
1493134.12;4922471.00;-50.28;5;3194
1493129.12;4922471.00;49.91;5;3195
1493129.12;4922471.00;39.91;5;3195
1493129.12;4922471.00;29.91;5;3195
1493129.12;4922471.00;19.91;5;3195
1493129.12;4922471.00;9.91;5;3195
1493129.12;4922471.00;-0.09;5;3195
1493129.12;4922471.00;-10.09;5;3195
1493129.12;4922471.00;-20.09;5;3195
1493129.12;4922471.00;-30.09;5;3195
1493129.12;4922471.00;-40.09;5;3195
1493129.12;4922471.00;-50.09;5;3195
1493101.62;4922470.50;48.42;5;3196
1493101.62;4922470.50;38.42;5;3196
1493101.62;4922470.50;28.42;5;3196
1493101.62;4922470.50;18.42;5;3196
1493101.62;4922470.50;8.42;5;3196
1493101.62;4922470.50;-1.58;5;3196
1493101.62;4922470.50;-11.58;5;3196
1493101.62;4922470.50;-21.58;5;3196
1493101.62;4922470.50;-31.58;5;3196
1493101.62;4922470.50;-41.58;5;3196
1493101.62;4922470.50;-51.58;5;3196
1493098.12;4922470.50;48.23;5;3197
1493098.12;4922470.50;38.23;5;3197
1493098.12;4922470.50;28.23;5;3197
1493098.12;4922470.50;18.23;5;3197
1493098.12;4922470.50;8.23;5;3197
1493098.12;4922470.50;-1.77;5;3197
1493098.12;4922470.50;-11.77;5;3197
1493098.12;4922470.50;-21.77;5;3197
1493098.12;4922470.50;-31.77;5;3197
1493098.12;4922470.50;-41.77;5;3197
1493098.12;4922470.50;-51.77;5;3197
1493094.88;4922470.00;47.71;5;3198
1493094.88;4922470.00;37.71;5;3198
1493094.88;4922470.00;27.71;5;3198
1493094.88;4922470.00;17.71;5;3198
1493094.88;4922470.00;7.71;5;3198
1493094.88;4922470.00;-2.29;5;3198
1493094.88;4922470.00;-12.29;5;3198
1493094.88;4922470.00;-22.29;5;3198
