rank;LName;X;Y;Z;facies;Porosity;P
;;m;m;m;;;
N;N;R+;R+;D;K;R;R+
;;;;;;;
;;;;;;;
;;;;;;;Normal score
1148;12;465;875;-1014.75;3;0.18;-0.5650059
1149;12;465;875;-1015.25;3;0.18;-0.5634176
1150;12;465;875;-1015.75;3;0.18;-0.5618308
1151;12;465;875;-1016.25;3;0.19;-0.3757086
1152;12;465;875;-1016.75;3;0.19;-0.3742562
1153;12;465;875;-1017.25;3;0.18;-0.5602453
1154;12;465;875;-1017.75;3;0.18;-0.5586613
1155;12;465;875;-1018.25;3;0.18;-0.5570787
1156;12;465;875;-1018.75;4;0.01;-1.497082
1157;12;465;875;-1019.25;4;0.01;-1.492944
1158;12;465;875;-1019.75;3;0.17;-0.7627681
1159;12;465;875;-1020.25;3;0.17;-0.7609571
1160;12;465;875;-1020.75;3;0.17;-0.7591485
1161;12;465;875;-1021.25;1;0.32;0.7519391
1162;12;465;875;-1021.75;1;0.31;0.6921534
1163;12;465;875;-1022.25;1;0.31;0.6938759
1164;12;465;875;-1022.75;1;0.33;0.8183244
1165;12;465;875;-1023.25;1;0.35;0.9984722
1166;12;465;875;-1023.75;1;0.37;1.262569
1167;12;465;875;-1024.25;1;0.37;1.265579
1168;12;465;875;-1024.75;1;0.38;1.396869
1169;12;465;875;-1025.25;1;0.37;1.268601
1170;12;465;875;-1025.75;1;0.37;1.271634
1171;12;465;875;-1026.25;1;0.37;1.27468
1172;12;465;875;-1026.75;1;0.4;1.761066
1173;12;465;875;-1027.25;1;0.4;1.767481
1174;12;465;875;-1027.75;1;0.39;1.571726
1175;12;465;875;-1028.25;2;0.27;0.4826469
1176;12;465;875;-1028.75;2;0.28;0.5476121
1177;12;465;875;-1029.25;2;0.28;0.5491864
1178;12;465;875;-1029.75;2;0.28;0.5507621
1179;12;465;875;-1030.25;2;0.27;0.4841691
1180;12;465;875;-1030.75;2;0.27;0.4856924
1181;12;465;875;-1031.25;2;0.27;0.4872168
1182;12;465;875;-1031.75;3;0.18;-0.5554975
1183;12;465;875;-1032.25;3;0.18;-0.5539176
1184;12;465;875;-1032.75;3;0.17;-0.7573425
1185;12;465;875;-1033.25;4;0.01;-1.488831
1186;12;465;875;-1033.75;4;0.01;-1.484744
1187;12;465;875;-1034.25;4;0.01;-1.480681
1188;12;465;875;-1034.75;4;0.01;-1.476642
1189;12;465;875;-1035.25;4;0.01;-1.472627
1190;12;465;875;-1035.75;4;0.01;-1.468636
1191;12;465;875;-1036.25;4;0.01;-1.464667
1192;12;465;875;-1036.75;4;0.01;-1.460722
1193;12;465;875;-1037.25;4;0.01;-1.4568
1194;12;465;875;-1037.75;3;0.2;-0.2033681
1195;12;465;875;-1038.25;3;0.2;-0.2019878
1196;12;465;875;-1038.75;3;0.21;-0.02902257
1197;12;465;875;-1039.25;3;0.22;0.1184377
1198;12;465;875;-1039.75;3;0.21;-0.02767209
1199;12;465;875;-1040.25;3;0.21;-0.02632168
1200;12;465;875;-1040.75;3;0.21;-0.02497134
1201;12;465;875;-1041.25;3;0.21;-0.02362107
1202;12;465;875;-1041.75;3;0.21;-0.02227087
1203;12;465;875;-1042.25;3;0.2;-0.2006078
1204;12;465;875;-1042.75;3;0.2;-0.1992282
1205;12;465;875;-1043.25;3;0.2;-0.197849
1206;12;465;875;-1043.75;3;0.21;-0.02092073
1207;12;465;875;-1044.25;3;0.21;-0.01957065
1208;12;465;875;-1044.75;3;0.21;-0.01822063
1209;12;465;875;-1045.25;3;0.21;-0.01687066
1210;12;465;875;-1045.75;3;0.2;-0.1964702
1211;12;465;875;-1046.25;3;0.21;-0.01552075
1212;13;485;835;-990.75;2;0.32;0.7537378
1213;13;485;835;-991.25;2;0.31;0.6956005
1214;13;485;835;-991.75;2;0.31;0.6973271
1215;13;485;835;-992.25;2;0.31;0.6990558
1216;13;485;835;-992.75;1;0.27;0.4887424
1217;13;485;835;-993.25;1;0.26;0.4196707
1218;13;485;835;-993.75;1;0.27;0.4902691
1219;13;485;835;-994.25;1;0.25;0.3612204
1220;13;485;835;-994.75;1;0.27;0.491797
1221;13;485;835;-995.25;1;0.28;0.5523392
1222;13;485;835;-995.75;1;0.29;0.6117163
1223;13;485;835;-996.25;1;0.3;0.6547606
1224;13;485;835;-996.75;1;0.3;0.6564401
1225;13;485;835;-997.25;1;0.32;0.7555389
1226;13;485;835;-997.75;1;0.34;0.9108645
1227;13;485;835;-998.25;1;0.33;0.8202195
1228;13;485;835;-998.75;1;0.35;1.000705
1229;13;485;835;-999.25;1;0.35;1.002942
1230;13;485;835;-999.75;1;0.36;1.134826
1231;13;485;835;-1000.25;1;0.38;1.400469
1232;13;485;835;-1000.75;1;0.38;1.404088
1233;13;485;835;-1001.25;1;0.38;1.407725
1234;13;485;835;-1001.75;1;0.4;1.773969
1235;13;485;835;-1002.25;1;0.4;1.780532
1236;13;485;835;-1002.75;1;0.39;1.576397
1237;13;485;835;-1003.25;1;0.38;1.41138
1238;13;485;835;-1003.75;1;0.4;1.787173
1239;13;485;835;-1004.25;1;0.43;2.605706
1240;13;485;835;-1004.75;1;0.42;2.174543
1241;13;485;835;-1005.25;1;0.4;1.793894
1242;13;485;835;-1005.75;1;0.4;1.800697
1243;13;485;835;-1006.25;1;0.42;2.189156
1244;13;485;835;-1006.75;1;0.42;2.204252
1245;13;485;835;-1007.25;1;0.42;2.219867
1246;13;485;835;-1007.75;1;0.42;2.236043
1247;13;485;835;-1008.25;1;0.41;1.967841
1248;13;485;835;-1008.75;1;0.38;1.415055
1249;13;485;835;-1009.25;3;0.2;-0.1950918
1250;13;485;835;-1009.75;3;0.21;-0.01417089
1251;13;485;835;-1010.25;3;0.21;-0.01282108
1252;13;485;835;-1010.75;3;0.21;-0.01147132
1253;13;485;835;-1011.25;3;0.2;-0.1937138
1254;13;485;835;-1011.75;4;0.01;-1.452899
1255;13;485;835;-1012.25;4;0.01;-1.449021
1256;13;485;835;-1012.75;3;0.19;-0.3728047
1257;13;485;835;-1013.25;3;0.2;-0.1923361
1258;13;485;835;-1013.75;3;0.19;-0.3713539
1259;13;485;835;-1014.25;3;0.18;-0.5523392
1260;13;485;835;-1014.75;3;0.17;-0.7555389
1261;13;485;835;-1015.25;3;0.18;-0.5507621
1262;13;485;835;-1015.75;3;0.18;-0.5491864
1263;13;485;835;-1016.25;3;0.19;-0.3699039
1264;13;485;835;-1016.75;3;0.18;-0.5476121
1265;13;485;835;-1017.25;3;0.18;-0.5460392
1266;13;485;835;-1017.75;4;0.01;-1.445164
1267;13;485;835;-1018.25;4;0.01;-1.441329
1268;13;485;835;-1018.75;4;0.01;-1.437514
1269;13;485;835;-1019.25;3;0.17;-0.7537378
1270;13;485;835;-1019.75;3;0.16;-0.9129177
1271;13;485;835;-1020.25;3;0.16;-0.9108645
1272;13;485;835;-1020.75;3;0.17;-0.7519391
1273;13;485;835;-1021.25;1;0.33;0.8221175
1274;13;485;835;-1021.75;1;0.31;0.7007866
1275;13;485;835;-1022.25;1;0.33;0.8240185
1276;13;485;835;-1022.75;1;0.33;0.8259225
1277;13;485;835;-1023.25;1;0.35;1.005185
1278;13;485;835;-1023.75;1;0.35;1.007432
1279;13;485;835;-1024.25;1;0.36;1.137408
1280;13;485;835;-1024.75;1;0.34;0.9129177
1281;13;485;835;-1025.25;1;0.35;1.009685
1282;13;485;835;-1025.75;1;0.37;1.277737
1283;13;485;835;-1026.25;1;0.36;1.139998
1284;13;485;835;-1026.75;2;0.25;0.3626658
1285;13;485;835;-1027.25;2;0.26;0.4211498
1286;13;485;835;-1027.75;2;0.27;0.493326
1287;13;485;835;-1028.25;2;0.27;0.4948561
1288;13;485;835;-1028.75;2;0.28;0.5539176
1289;13;485;835;-1029.25;2;0.28;0.5554975
1290;13;485;835;-1029.75;2;0.28;0.5570787
1291;13;485;835;-1030.25;3;0.19;-0.3684547
1292;13;485;835;-1030.75;4;0.01;-1.433721
1293;13;485;835;-1031.25;4;0.01;-1.429948
1294;13;485;835;-1031.75;4;0.01;-1.426195
1295;13;485;835;-1032.25;4;0.01;-1.422462
1296;13;485;835;-1032.75;4;0.01;-1.418749
1297;13;485;835;-1033.25;4;0.01;-1.415055
1298;13;485;835;-1033.75;4;0.01;-1.41138
1299;13;485;835;-1034.25;4;0.01;-1.407725
1300;13;485;835;-1034.75;4;0.01;-1.404088
1301;13;485;835;-1035.25;4;0.01;-1.400469
1302;13;485;835;-1035.75;3;0.22;0.1197986
1303;13;485;835;-1036.25;3;0.22;0.1211598
1304;13;485;835;-1036.75;3;0.21;-0.0101216
1305;13;485;835;-1037.25;3;0.22;0.1225212
1306;13;485;835;-1037.75;3;0.22;0.1238829
1307;13;485;835;-1038.25;3;0.21;-0.008771929
1308;13;485;835;-1038.75;2;0.21;-0.007422293
1309;13;485;835;-1039.25;2;0.21;-0.006072695
1310;13;485;835;-1039.75;2;0.23;0.2310641
1311;13;485;835;-1040.25;2;0.24;0.3054132
1312;13;485;835;-1040.75;2;0.25;0.3641118
1313;13;485;835;-1041.25;2;0.26;0.4226298
1314;13;485;835;-1041.75;2;0.27;0.4963875
1315;13;485;835;-1042.25;2;0.29;0.6133505
1316;13;485;835;-1042.75;3;0.21;-0.004723131
1317;13;485;835;-1043.25;2;0.31;0.7025196
1318;13;485;835;-1043.75;3;0.21;-0.0033736
1319;14;555;705;-1003.75;2;0.29;0.6149864
1320;14;555;705;-1004.25;2;0.29;0.6166239
1321;14;555;705;-1004.75;1;0.38;1.418749
1322;14;555;705;-1005.25;1;0.38;1.422462
1323;14;555;705;-1005.75;1;0.39;1.581103
1324;14;555;705;-1006.25;1;0.38;1.426195
1325;14;555;705;-1006.75;3;0.21;-0.002024099
1326;14;555;705;-1007.25;1;0.38;1.429948
1327;14;555;705;-1007.75;2;0.27;0.49792
1328;14;555;705;-1008.25;1;0.36;1.142596
1329;14;555;705;-1008.75;1;0.36;1.145201
1330;14;555;705;-1009.25;1;0.4;1.807584
1331;14;555;705;-1009.75;1;0.38;1.433721
1332;14;555;705;-1010.25;1;0.39;1.585844
1333;14;555;705;-1010.75;1;0.38;1.437514
1334;14;555;705;-1011.25;1;0.38;1.441329
1335;14;555;705;-1011.75;1;0.38;1.445164
1336;14;555;705;-1012.25;1;0.38;1.449021
1337;14;555;705;-1012.75;1;0.38;1.452899
1338;14;555;705;-1013.25;3;0.18;-0.5444676
1339;14;555;705;-1013.75;3;0.17;-0.7501429
1340;14;555;705;-1014.25;3;0.17;-0.748349
1341;14;555;705;-1014.75;3;0.17;-0.7465576
1342;14;555;705;-1015.25;3;0.16;-0.9088152
1343;14;555;705;-1015.75;3;0.17;-0.7447686
1344;14;555;705;-1016.25;3;0.16;-0.9067696
1345;14;555;705;-1016.75;3;0.16;-0.9047279
1346;14;555;705;-1017.25;3;0.17;-0.7429819
1347;14;555;705;-1017.75;3;0.17;-0.7411976
1348;14;555;705;-1018.25;3;0.18;-0.5428973
1349;14;555;705;-1018.75;3;0.19;-0.3670063
1350;14;555;705;-1019.25;3;0.19;-0.3655587
1351;14;555;705;-1019.75;4;0.01;-1.396869
1352;14;555;705;-1020.25;3;0.19;-0.3641118
1353;14;555;705;-1020.75;4;0.01;-1.393287
1354;14;555;705;-1021.25;3;0.17;-0.7394157
1355;14;555;705;-1021.75;3;0.17;-0.7376361
1356;14;555;705;-1022.25;3;0.17;-0.7358589
1357;14;555;705;-1022.75;3;0.16;-0.9026899
1358;14;555;705;-1023.25;3;0.18;-0.5413284
1359;14;555;705;-1023.75;3;0.2;-0.1909589
1360;14;555;705;-1024.25;3;0.19;-0.3626658
1361;14;555;705;-1024.75;3;0.19;-0.3612204
1362;14;555;705;-1025.25;4;0.01;-1.389722
1363;14;555;705;-1025.75;4;0.01;-1.386175
1364;14;555;705;-1026.25;4;0.01;-1.382646
1365;14;555;705;-1026.75;4;0.01;-1.379133
1366;14;555;705;-1027.25;4;0.01;-1.375637
1367;14;555;705;-1027.75;4;0.01;-1.372158
1368;14;555;705;-1028.25;4;0.01;-1.368696
1369;14;555;705;-1028.75;4;0.01;-1.36525
1370;14;555;705;-1029.25;4;0.01;-1.36182
1371;14;555;705;-1029.75;4;0.01;-1.358406
1372;14;555;705;-1030.25;3;0.19;-0.3597759
1373;14;555;705;-1030.75;4;0.01;-1.355008
1374;14;555;705;-1031.25;3;0.17;-0.734084
1375;14;555;705;-1031.75;3;0.18;-0.5397608
1376;14;555;705;-1032.25;2;0.32;0.7573425
1377;14;555;705;-1032.75;2;0.31;0.7042546
1378;14;555;705;-1033.25;2;0.3;0.6581215
1379;14;555;705;-1033.75;3;0.22;0.1252448
1380;14;555;705;-1034.25;3;0.23;0.2324536
1381;14;555;705;-1034.75;3;0.22;0.1266069
1382;14;555;705;-1035.25;3;0.23;0.2338435
1383;14;555;705;-1035.75;3;0.23;0.2352338
1384;14;555;705;-1036.25;3;0.22;0.1279694
1385;14;555;705;-1036.75;3;0.22;0.129332
1386;14;555;705;-1037.25;4;0.01;-1.351625
1387;14;555;705;-1037.75;4;0.01;-1.348257
1388;14;555;705;-1038.25;4;0.01;-1.344905
1389;14;555;705;-1038.75;4;0.01;-1.341568
1390;14;555;705;-1039.25;4;0.01;-1.338246
1391;14;555;705;-1039.75;4;0.01;-1.334938
1392;14;555;705;-1040.25;4;0.01;-1.331645
1393;14;555;705;-1040.75;4;0.01;-1.328366
1394;14;555;705;-1041.25;4;0.01;-1.325102
1395;14;555;705;-1041.75;3;0.19;-0.3583321
1396;14;555;705;-1042.25;3;0.19;-0.3568891
1397;14;555;705;-1042.75;2;0.3;0.6598048
1398;14;555;705;-1043.25;2;0.31;0.7059918
1399;14;555;705;-1043.75;2;0.31;0.7077311
1400;14;555;705;-1044.25;3;0.2;-0.189582
1401;14;555;705;-1044.75;3;0.2;-0.1882055
1402;14;555;705;-1045.25;2;0.33;0.8278295
1403;14;555;705;-1045.75;3;0.22;0.130695
1404;14;555;705;-1046.25;3;0.22;0.1320581
1405;14;555;705;-1046.75;4;0.01;-1.321851
1406;14;555;705;-1047.25;4;0.01;-1.318615
1407;14;555;705;-1047.75;3;0.2;-0.1868293
1408;14;555;705;-1048.25;3;0.22;0.1334216
1409;15;585;185;-1001.25;3;0.14;-1.060606
1410;15;585;185;-1001.75;3;0.14;-1.058232
1411;15;585;185;-1002.25;3;0.14;-1.055864
1412;15;585;185;-1002.75;3;0.16;-0.9006557
1413;15;585;185;-1003.25;4;0.01;-1.315392
1414;15;585;185;-1003.75;3;0.17;-0.7323114
1415;15;585;185;-1004.25;3;0.17;-0.730541
1416;15;585;185;-1004.75;3;0.18;-0.5381946
1417;15;585;185;-1005.25;4;0.01;-1.312182
1418;15;585;185;-1005.75;3;0.19;-0.3554468
1419;15;585;185;-1006.25;3;0.16;-0.8986251
1420;15;585;185;-1006.75;3;0.16;-0.8965983
1421;15;585;185;-1007.25;1;0.36;1.147815
1422;15;585;185;-1007.75;1;0.35;1.011943
1423;15;585;185;-1008.25;1;0.38;1.4568
1424;15;585;185;-1008.75;1;0.4;1.814557
1425;15;585;185;-1009.25;3;0.16;-0.8945751
1426;15;585;185;-1009.75;3;0.15;-0.9940221
1427;15;585;185;-1010.25;3;0.16;-0.8925556
1428;15;585;185;-1010.75;3;0.16;-0.8905397
1429;15;585;185;-1011.25;4;0.01;-1.308987
1430;15;585;185;-1011.75;4;0.01;-1.305804
1431;15;585;185;-1012.25;4;0.01;-1.302635
1432;15;585;185;-1012.75;4;0.01;-1.299478
1433;15;585;185;-1013.25;4;0.01;-1.296335
1434;15;585;185;-1013.75;4;0.01;-1.293204
1435;15;585;185;-1014.25;3;0.17;-0.728773
1436;15;585;185;-1014.75;3;0.16;-0.8885275
1437;15;585;185;-1015.25;3;0.17;-0.7270073
1438;15;585;185;-1015.75;1;0.35;1.014206
1439;15;585;185;-1016.25;2;0.23;0.2366247
1440;15;585;185;-1016.75;3;0.2;-0.1854536
1441;15;585;185;-1017.25;3;0.19;-0.3540053
1442;15;585;185;-1017.75;3;0.19;-0.3525645
1443;15;585;185;-1018.25;3;0.2;-0.1840782
1444;15;585;185;-1018.75;3;0.21;-0.0006746259
1445;15;585;185;-1019.25;3;0.21;0.0006746259
1446;15;585;185;-1019.75;3;0.2;-0.1827031
1447;15;585;185;-1020.25;3;0.2;-0.1813285
1448;15;585;185;-1020.75;4;0.01;-1.290086
1449;15;585;185;-1021.25;4;0.01;-1.28698
1450;15;585;185;-1021.75;4;0.01;-1.283887
1451;15;585;185;-1022.25;4;0.01;-1.280806
1452;15;585;185;-1022.75;4;0.01;-1.277737
1453;15;585;185;-1023.25;4;0.01;-1.27468
1454;15;585;185;-1023.75;4;0.01;-1.271634
1455;15;585;185;-1024.25;3;0.2;-0.1799542
1456;15;585;185;-1024.75;3;0.21;0.002024099
1457;15;585;185;-1025.25;3;0.2;-0.1785802
1458;15;585;185;-1025.75;3;0.2;-0.1772066
1459;15;585;185;-1026.25;3;0.2;-0.1758333
1460;15;585;185;-1026.75;3;0.2;-0.1744604
1461;15;585;185;-1027.25;3;0.2;-0.1730879
1462;15;585;185;-1027.75;3;0.2;-0.1717156
1463;15;585;185;-1028.25;3;0.21;0.0033736
1464;15;585;185;-1028.75;3;0.21;0.004723131
1465;15;585;185;-1029.25;3;0.21;0.006072695
1466;15;585;185;-1029.75;3;0.21;0.007422293
1467;15;585;185;-1030.25;3;0.2;-0.1703438
1468;15;585;185;-1030.75;3;0.19;-0.3511244
1469;15;585;185;-1031.25;3;0.2;-0.1689722
1470;15;585;185;-1031.75;3;0.19;-0.3496851
1471;15;585;185;-1032.25;3;0.19;-0.3482466
1472;15;585;185;-1032.75;3;0.19;-0.3468087
1473;15;585;185;-1033.25;3;0.2;-0.167601
1474;15;585;185;-1033.75;3;0.2;-0.1662301
1475;15;585;185;-1034.25;3;0.21;0.008771929
1476;15;585;185;-1034.75;3;0.21;0.0101216
1477;15;585;185;-1035.25;1;0.34;0.9149747
1478;15;585;185;-1035.75;1;0.34;0.9170356
1479;15;585;185;-1036.25;1;0.36;1.150436
1480;15;585;185;-1036.75;2;0.28;0.5586613
1481;15;585;185;-1037.25;2;0.27;0.4994537
1482;15;585;185;-1037.75;2;0.28;0.5602453
1483;15;585;185;-1038.25;2;0.28;0.5618308
1484;15;585;185;-1038.75;2;0.27;0.5009886
1485;15;585;185;-1039.25;2;0.27;0.5025246
1486;15;585;185;-1039.75;3;0.22;0.1347853
1487;15;585;185;-1040.25;3;0.22;0.1361493
1488;15;585;185;-1040.75;3;0.22;0.1375135
1489;15;585;185;-1041.25;3;0.22;0.1388781
1490;15;585;185;-1041.75;3;0.23;0.238016
1491;15;585;185;-1042.25;3;0.23;0.2394077
1492;15;585;185;-1042.75;3;0.23;0.2408
1493;15;585;185;-1043.25;3;0.21;0.01147132
1494;15;585;185;-1043.75;3;0.22;0.1402429
1495;15;585;185;-1044.25;4;0.01;-1.268601
1496;15;585;185;-1044.75;4;0.01;-1.265579
1497;15;585;185;-1045.25;4;0.01;-1.262569
1498;15;585;185;-1045.75;4;0.01;-1.25957
1499;15;585;185;-1046.25;4;0.01;-1.256582
1500;15;585;185;-1046.75;4;0.01;-1.253605
1501;15;585;185;-1047.25;4;0.01;-1.25064
1502;15;585;185;-1047.75;4;0.01;-1.247685
1503;15;585;185;-1048.25;4;0.01;-1.244742
1504;15;585;185;-1048.75;4;0.01;-1.241809
1505;15;585;185;-1049.25;4;0.01;-1.238886
1506;15;585;185;-1049.75;4;0.01;-1.235974
1507;15;585;185;-1050.25;4;0.01;-1.233073
1508;15;585;185;-1050.75;4;0.01;-1.230182
1509;15;585;185;-1051.25;4;0.01;-1.227301
1510;15;585;185;-1051.75;3;0.23;0.2421927
1511;15;585;185;-1052.25;3;0.23;0.243586
1512;15;585;185;-1052.75;3;0.22;0.141608
1513;15;585;185;-1053.25;3;0.22;0.1429733
1514;15;585;185;-1053.75;3;0.22;0.144339
1515;15;585;185;-1054.25;4;0.01;-1.22443
1516;15;585;185;-1054.75;4;0.01;-1.22157
1517;15;585;185;-1055.25;3;0.21;0.01282108
1518;15;585;185;-1055.75;3;0.2;-0.1648596
1519;15;585;185;-1056.25;3;0.21;0.01417089
1520;15;585;185;-1056.75;3;0.21;0.01552075
1521;15;585;185;-1057.25;3;0.21;0.01687066
1522;15;585;185;-1057.75;3;0.21;0.01822063
1523;15;585;185;-1058.25;3;0.2;-0.1634893
1524;16;585;1125;-1000.25;3;0.2;-0.1621194
1525;16;585;1125;-1000.75;3;0.2;-0.1607499
1526;16;585;1125;-1001.25;3;0.21;0.01957065
1527;16;585;1125;-1001.75;3;0.21;0.02092073
1528;16;585;1125;-1002.25;3;0.2;-0.1593806
1529;16;585;1125;-1002.75;3;0.2;-0.1580117
1530;16;585;1125;-1003.25;4;0.01;-1.218719
1531;16;585;1125;-1003.75;4;0.01;-1.215878
1532;16;585;1125;-1004.25;4;0.01;-1.213047
1533;16;585;1125;-1004.75;4;0.01;-1.210226
1534;16;585;1125;-1005.25;3;0.19;-0.3453716
1535;16;585;1125;-1005.75;3;0.2;-0.156643
1536;16;585;1125;-1006.25;3;0.2;-0.1552747
1537;16;585;1125;-1006.75;3;0.2;-0.1539067
1538;16;585;1125;-1007.25;3;0.2;-0.152539
1539;16;585;1125;-1007.75;3;0.2;-0.1511716
1540;16;585;1125;-1008.25;3;0.2;-0.1498045
1541;16;585;1125;-1008.75;3;0.2;-0.1484376
1542;16;585;1125;-1009.25;3;0.21;0.02227087
1543;16;585;1125;-1009.75;2;0.27;0.5040619
1544;16;585;1125;-1010.25;3;0.22;0.1457049
1545;16;585;1125;-1010.75;4;0.01;-1.207414
1546;16;585;1125;-1011.25;3;0.22;0.1470711
1547;16;585;1125;-1011.75;3;0.21;0.02362107
1548;16;585;1125;-1012.25;3;0.21;0.02497134
1549;16;585;1125;-1012.75;3;0.21;0.02632168
1550;16;585;1125;-1013.25;1;0.35;1.016474
1551;16;585;1125;-1013.75;1;0.33;0.8297395
1552;16;585;1125;-1014.25;1;0.33;0.8316525
1553;16;585;1125;-1014.75;1;0.32;0.7591485
1554;16;585;1125;-1015.25;1;0.3;0.6614899
1555;16;585;1125;-1015.75;1;0.3;0.663177
1556;16;585;1125;-1016.25;1;0.3;0.6648659
1557;16;585;1125;-1016.75;2;0.29;0.6182631
1558;16;585;1125;-1017.25;3;0.18;-0.5366297
1559;16;585;1125;-1017.75;3;0.18;-0.535066
1560;16;585;1125;-1018.25;4;0.01;-1.204611
1561;16;585;1125;-1018.75;4;0.01;-1.201819
1562;16;585;1125;-1019.25;3;0.17;-0.7252438
1563;16;585;1125;-1019.75;3;0.17;-0.7234826
1564;16;585;1125;-1020.25;2;0.27;0.5056003
1565;16;585;1125;-1020.75;3;0.18;-0.5335038
1566;16;585;1125;-1021.25;3;0.19;-0.3439352
1567;16;585;1125;-1021.75;3;0.19;-0.3424996
1568;16;585;1125;-1022.25;3;0.17;-0.7217236
1569;16;585;1125;-1022.75;4;0.01;-1.199035
1570;16;585;1125;-1023.25;4;0.01;-1.196261
1571;16;585;1125;-1023.75;4;0.01;-1.193495
1572;16;585;1125;-1024.25;4;0.01;-1.190739
1573;16;585;1125;-1024.75;4;0.01;-1.187992
1574;16;585;1125;-1025.25;4;0.01;-1.185254
1575;16;585;1125;-1025.75;4;0.01;-1.182525
1576;16;585;1125;-1026.25;4;0.01;-1.179804
1577;16;585;1125;-1026.75;4;0.01;-1.177092
1578;16;585;1125;-1027.25;4;0.01;-1.174389
1579;16;585;1125;-1027.75;4;0.01;-1.171694
1580;16;585;1125;-1028.25;3;0.17;-0.7199668
1581;16;585;1125;-1028.75;3;0.18;-0.5319428
1582;16;585;1125;-1029.25;3;0.18;-0.5303831
1583;16;585;1125;-1029.75;3;0.18;-0.5288247
1584;16;585;1125;-1030.25;2;0.24;0.3068314
1585;16;585;1125;-1030.75;2;0.24;0.3082502
1586;16;585;1125;-1031.25;2;0.23;0.2449797
1587;16;585;1125;-1031.75;2;0.22;0.1484376
1588;16;585;1125;-1032.25;2;0.21;0.02767209
1589;16;585;1125;-1032.75;2;0.2;-0.1470711
1590;16;585;1125;-1033.25;2;0.2;-0.1457049
1591;16;585;1125;-1033.75;2;0.19;-0.3410646
1592;16;585;1125;-1034.25;2;0.19;-0.3396304
1593;16;585;1125;-1034.75;2;0.18;-0.5272676
1594;16;585;1125;-1035.25;3;0.2;-0.144339
1595;16;585;1125;-1035.75;2;0.16;-0.8865188
1596;16;585;1125;-1036.25;2;0.16;-0.8845137
1597;16;585;1125;-1036.75;3;0.21;0.02902257
1598;16;585;1125;-1037.25;4;0.01;-1.169008
1599;16;585;1125;-1037.75;4;0.01;-1.16633
1600;16;585;1125;-1038.25;4;0.01;-1.163661
1601;16;585;1125;-1038.75;4;0.01;-1.160999
1602;16;585;1125;-1039.25;4;0.01;-1.158346
1603;16;585;1125;-1039.75;4;0.01;-1.155701
1604;16;585;1125;-1040.25;3;0.21;0.03037313
1605;16;585;1125;-1040.75;3;0.22;0.1498045
1606;16;585;1125;-1041.25;3;0.22;0.1511716
1607;16;585;1125;-1041.75;3;0.22;0.152539
1608;16;585;1125;-1042.25;3;0.22;0.1539067
1609;16;585;1125;-1042.75;3;0.22;0.1552747
1610;16;585;1125;-1043.25;3;0.22;0.156643
1611;16;585;1125;-1043.75;3;0.22;0.1580117
1612;16;585;1125;-1044.25;3;0.22;0.1593806
1613;16;585;1125;-1044.75;3;0.23;0.2463739
1614;16;585;1125;-1045.25;2;0.26;0.4241108
1615;16;585;1125;-1045.75;3;0.23;0.2477686
1616;16;585;1125;-1046.25;2;0.26;0.4255927
1617;16;585;1125;-1046.75;2;0.26;0.4270756
1618;16;585;1125;-1047.25;2;0.25;0.3655587
1619;17;675;855;-1005.25;2;0.35;1.018747
1620;17;675;855;-1005.75;3;0.19;-0.3381968
1621;17;675;855;-1006.25;1;0.32;0.7609571
1622;17;675;855;-1006.75;1;0.33;0.8335686
1623;17;675;855;-1007.25;1;0.32;0.7627681
1624;17;675;855;-1007.75;1;0.33;0.8354877
1625;17;675;855;-1008.25;1;0.33;0.8374099
1626;17;675;855;-1008.75;1;0.33;0.8393353
1627;17;675;855;-1009.25;1;0.34;0.9191004
1628;17;675;855;-1009.75;1;0.35;1.021026
1629;17;675;855;-1010.25;1;0.33;0.8412637
1630;17;675;855;-1010.75;1;0.35;1.02331
1631;17;675;855;-1011.25;1;0.35;1.025599
1632;17;675;855;-1011.75;1;0.34;0.9211691
1633;17;675;855;-1012.25;1;0.34;0.9232418
1634;17;675;855;-1012.75;1;0.36;1.153065
1635;17;675;855;-1013.25;1;0.38;1.460722
1636;17;675;855;-1013.75;1;0.39;1.59062
1637;17;675;855;-1014.25;1;0.38;1.464667
1638;17;675;855;-1014.75;1;0.38;1.468636
1639;17;675;855;-1015.25;1;0.36;1.155701
1640;17;675;855;-1015.75;1;0.35;1.027894
1641;17;675;855;-1016.25;2;0.25;0.3670063
1642;17;675;855;-1016.75;2;0.26;0.4285594
1643;17;675;855;-1017.25;3;0.2;-0.1429733
1644;17;675;855;-1017.75;4;0.01;-1.153065
1645;17;675;855;-1018.25;4;0.01;-1.150436
1646;17;675;855;-1018.75;4;0.01;-1.147815
1647;17;675;855;-1019.25;4;0.01;-1.145201
1648;17;675;855;-1019.75;4;0.01;-1.142596
1649;17;675;855;-1020.25;4;0.01;-1.139998
1650;17;675;855;-1020.75;4;0.01;-1.137408
1651;17;675;855;-1021.25;3;0.19;-0.336764
1652;17;675;855;-1021.75;3;0.18;-0.5257118
1653;17;675;855;-1022.25;3;0.18;-0.5241573
1654;17;675;855;-1022.75;3;0.18;-0.522604
1655;17;675;855;-1023.25;3;0.19;-0.3353319
1656;17;675;855;-1023.75;3;0.2;-0.141608
